Nr.,LevelID,Name,Description,Level,Ref ID
120,3.2.3.2.6.1,Manage Preferences - M&R,,Capability L3,421-6359-0
121,3.2.3.2.6.2,Manage Experience - M&R,,Capability L3,421-6360-0
122,3.2.3.2.6.3,Manage Design- M&R,,Capability L3,421-6361-0
123,3.2.3.3,Measure & Optimize - M&R,"Optimizes business decisions and value through the intelligent use of consumer analytics, modeling, and reporting",Capability L1,421-700-0
124,3.2.3.3.1,Measure Life Time Value of Consumer - M&R,"Determine how much we are willing to spend on a prospect to acquire them based on how much we expect to generate from that prospect. Determine mail file depth and prospect next best action on how projected LTV (inclusive of Projected TCOA) 
Every member will fall into LTV deciles in addition to propensity to respond deciles 
Direct phone callers to right telesales agent given projected LTV 
Determine NBA for each member based on the expected change to LTV of each potential engagement 
Sales commission and incentives programs aligned more closely with LTV 
How many $ and what processes to use in lead nurture efforts based on PLTV 
What channels drive what project LTV and therefore what investment should we put into that channel – e.g. does Digital drive lower medical, better risk, higher LTV?
Actual value at a member level of each clinical  program, chronic care program etc. – what is its true yield 
Identify best retention campaigns based on expected LTV
Determine if best product for particular prospect based on LTV  
Identify correlation between NPS and LTV",Capability L2,421-795-0
125,3.2.3.3.1.1,Capture Consumer ROI - M&R,,Capability L3,421-2827-0
126,3.2.3.3.1.2,Optimize Consumer Value  - M&R,,Capability L3,421-2828-0
127,3.2.3.3.2,Deliver Cost Effective Channel Optimization - M&R,"Ability to develop the curriculum that will be given to agents which is typically product based and state specific. Also provides the capability to deliver the training curriculum which is  typically in an online self service format.  Upon completion of the training agents need to be certified to sell the products. Certification is annual, agents must do this every year, of testing on pre-requisites such as Medicare Basics and Product specific. Certification is defined by CMS. The actual length number of modules is determined by Ovations senior leadership. There is at least one certification course for every product we offer.",Capability L2,421-796-0
128,3.2.3.3.2.2,Track Multi Touch Attribution - M&R,,Capability L3,421-2830-0
129,3.2.3.3.2.3,Exploit Channel Specific Capabilities - M&R,,Capability L3,421-2831-0
130,3.2.3.3.3,Measure Total Cost of Acquisition - M&R,"Through the various channels and primary points of sale, compliance needs to be monitored to ensure we are meeting regulatory requirements. In addition, campaign efficiency must be managed which includes the training, set-up, the event itself.",Capability L2,421-802-0
131,3.2.3.3.3.1,Optimize Acquisition Spending - M&R,,Capability L3,421-2832-0
132,3.2.3.3.3.2,Optimize Conversion Rate - M&R,,Capability L3,421-2833-0
133,3.2.3.3.4,Perform Propensity Analysis - M&R,"Support services includes things like ordering materials, application statuses, look up benefit details for a member, etc. Also includes formal agent communications via various channels including the Producer Helpdesk (PHD), United Distribution Portal (UDP), e-mail, etc. Lifecycle support includes supporting an agent with contract & appointment renewals and hierarchy support. Terminations come from DAC (Disciplinary Action Committee), annual maintenance purging for non-production.",Capability L2,421-803-0
134,3.2.3.3.4.3,Track Return on Modeling Investment- M&R,,Capability L3,421-2838-0
135,3.2.3.3.4.4,Optimize Campaigns & Offers - M&R,,Capability L3,421-2839-0
136,3.2.3.3.5,Manage Engagement Cost - M&R,"Managing campaigns including monitoring the effectiveness and recording metrics to be analyzed upon campaign completion. Once the campaign is complete, results are analyzed to determine if the desired outcomes were achieved. Based on the outcome of analysis, an action plan is created to modify upcoming efforts, Customer Service, telesales scripting and/or call handling.

KEY POINTS
Make changes to engagement strategy based on early results.
Modify media buy based on early results.
Process Post Mortems to assess how campaigns performed operationally and identify improvements for the next cycle.",Capability L2,421-804-0
137,3.2.3.3.5.1,Prioritize Interactions - M&R,,Capability L3,421-2840-0
138,3.2.3.3.5.2,Drive Cross Channel Collaboration - M&R,,Capability L3,421-2841-0
139,3.2.4,Sales - M&R,,Domain L0,421-6279-0
140,3.2.4.1,Set Sales Strategy- M&R,"4.1 Set Sales Strategy
Set sales goals to achieve member growth and retention, leveraging both the UHC M&R agent engagement strategy as well as sales reporting and data analytics.",Capability L1,421-6280-0
141,3.2.4.1,Manage Medical Claims - M&R,"The Process Medical Claims capability enables Medicare & Retirement to receive, adjudicate and pay claims.
A health insurance claim is a bill for health care services that health care providers turn in to Medicare & Retirement for payment. With many plans, when a member goes to the doctor for a routine checkup and the bill is $100, they pay a co-pay or coinsurance of $25 and the doctor bills Medicare & Retirement for the remaining $75.
The Center for Medicare & Medicaid Services (CMS) regulates what we can pay for a claim based on their annual fee schedule. Medicare & Retirement supports several models of service, the major models are Fee for Service & Capitated",Capability L1,421-702-0
142,3.2.4.1.1,Benefit Loading - M&R,"This capability begins once the benefit plan information is received from product.  It includes steps necessary to configure and load the benefit rules into the eligibility and claims systems.  First the virtual template is configured which includes combining PBPs (Plan Benefit Package), reviewing additional data and configuring the rules for the benefit setup.  Service codes must be loaded into both COSMOS and NICE.  For each new benefit, services codes need to be setup and coded within COSMOS.  This is a manual process requiring user interpretation.  This is where decisions are made to determine what is loaded, assigning rules in the template.  


When a claim comes into the claims system, a benefit package must exist. This capability supports the auto adjudication of the claims. If the benefit package is incorrect ; either  the claim will require manual intervention or result in possibly decisioning or paying the claim incorrectly.
  
Key Points
180 services codes are mapped to the PBP categories. 
If there is an error on the source document, it can often be attributed to an interpretation issue with the footnotes. The co-insurance, co-pays, deductibles, etc. (grid date ) is generally correct.  
The unique identifier is at the group level.",Capability L2,421-704-0
143,3.2.4.1.1,Complete Go To Market Planning - M&R,,Capability L2,421-6284-0
144,3.2.4.1.1.1,Retrieve Benefit Plan Data - M&R,The plan information is received from product,Capability L3,421-816-0
145,3.2.4.1.1.2,Configure Benefit Rules & Load - M&R,Configure a virtual template. Combining what they can to match PBPs and,Capability L3,421-817-0
146,3.2.4.1.1.3,Manage Quality - M&R,"The benefit tables drive downstream processes. Includes Perform Process Output Quality Assurance, validating benefits, acting as a source of truth, and correcting benefits",Capability L3,421-818-0
147,3.2.4.1.2,Set Sales Goals- M&R,,Capability L2,421-6285-0
148,3.2.4.1.2,Receive Claims - M&R,"Medical claims are received through a centralized regional mail office, portals and transmissions. They are reviewed for good order and assigned to claims platforms via United Front End (UFE) based on eligibility rules.",Capability L2,421-805-0
149,3.2.4.1.2.1,Receive Paper Claim - M&R,,Capability L3,421-4538-0
150,3.2.4.1.2.2,Receive Electronic Claim - M&R,,Capability L3,421-4539-0
151,3.2.4.1.2.3,Get in Good Order & Validate Eligibility - M&R,,Capability L3,421-4540-0
152,3.2.4.1.2.4,Route to Claim Platform - M&R,,Capability L3,421-4541-0
153,3.2.4.1.2.5,Return Ineligible Claim - M&R,,Capability L3,421-4542-0
154,3.2.4.1.3,Pre-Adjudication Editing - M&R,Validation of provider & member information to ensure the claim data is valid. If claim is incomplete or missing information it is returned to the provider,Capability L2,421-806-0
155,3.2.4.1.3,Develop Engagement Strategy & Value Proposition - M&R,,Capability L2,421-6286-0
156,3.2.4.1.3.1,"Flag for Potential Waste, Fraud & Abuse - M&R",,Capability L3,421-4543-0
157,3.2.4.1.3.2,Verify Member & Provider Data - M&R,,Capability L3,421-4544-0
158,3.2.4.1.3.3,Review Claim for Errors & Resolve Edits - M&R,,Capability L3,421-4545-0
159,3.2.4.1.3.4,Return Unresolved/ Incomplete Claims - M&R,,Capability L3,421-4546-0
160,3.2.4.1.3.5,Route Claim for Adjudication - M&R,,Capability L3,421-4547-0
161,3.2.4.1.4,Maximize Reporting & Analytics,,Capability L2,421-6287-0
162,3.2.4.1.4,Adjudicate Claims - M&R,"Edits are performed to determine if the claim will auto adjudicate or require manual processing. Ensuring pre-authorization appropriateness, COB impacts, dates of service validation and Pricing is applied.",Capability L2,421-807-0
163,3.2.4.1.4.1,Determine Manual or Auto Adjudicate - M&R,,Capability L3,421-4548-0
164,3.2.4.1.4.2,Verify Pre- Authorization and COB - M&R,,Capability L3,421-4549-0
165,3.2.4.1.4.3,Verify Data of Service & Services Rendered - M&R,,Capability L3,421-4550-0
166,3.2.4.1.4.4,Determine Benefits - M&R,,Capability L3,421-4551-0
167,3.2.4.1.4.5,Apply Pricing - M&R,,Capability L3,421-4552-0
168,3.2.4.1.4.6,Determine Eligible Services by Line Item - M&R,,Capability L3,421-4553-0
169,3.2.4.1.4.7,Finalize & Adjudicate Claim - M&R,,Capability L3,421-4554-0
170,3.2.4.1.5,Adjustments - M&R,"A provider or member may ask to reconsider the claim payment. This requires a manual process to review and adjust the claim, if necessary.",Capability L2,421-809-0
171,3.2.4.1.5.1,Review Claim & Request Supporting Artifacts - M&R,,Capability L3,421-4555-0
172,3.2.4.1.5.2,Make Decision - M&R,,Capability L3,421-4556-0
173,3.2.4.1.5.3,Notify Provider or Member of Decision - M&R,,Capability L3,421-4557-0
174,3.2.4.1.5.4,Process Claim Adjustment - M&R,,Capability L3,421-4558-0
175,3.2.4.2,Sales Preparation- M&R,"Define and implement updates to applications, tools, processes based largely on regulatory requirements to achieve compliance & seasonal readiness.",Capability L1,421-6281-0
176,3.2.4.2.1,Communicate & implement Strategy - M&R,,Capability L2,421-6288-0
177,3.2.4.2.2,"Update Sales Applications, Tools, Processes - M&R",,Capability L2,421-6289-0
178,3.2.4.3,Engage Agents- M&R,Engage & support agents through sales operational capabilities.,Capability L1,421-6282-0
179,3.2.4.3,Encounter Management - M&R,"This capability includes the receipt and administration of “non-payable claims” from delegated and ancilary providers, consolidation with claim data for distribution to CMS and passing to downstream processes for updating member out of pockets/other accumulators, EOB’s and other member/provider communications",Capability L1,421-2888-0
180,3.2.4.3.1,Encounter Receipt & Administration - M&R,"Encounter Receipt & Administration capability supports Delegated Entities only.  The delegated entities (physicians, hospitals or management groups) are required to submit all encounters, claims paid by the delegated entities as defined by their provider contract.  The entities send an electronic Encounter transmission (daily, weekly, etc.) for 837I (institutional) or 837P (Professional) to UHG by means of an Electronic Data Interface (EDI) Clearinghouse.  
The Clearinghouse acknowledges the provider transaction and validates the encounter data.  All identified errors are sent back to the delegated entity as an EDI 277 daily report for resolution.  Success files are move to the United Frontend Engine (UFE) for additional processing; balance check, duplicate file check, member pick for each encounter, determine destination (PES, NICE, COSMOS), etc.  Western Region Professional encounters are sent to the PES to generate required delegated entity reports (1050).  Western Region Institutional encounters are sent to NICE, where the CL0307 reports are generated.  All Eastern Region delegated entities are sent to COSMOS.  We are contractually obligated to send encounter information back to providers to support their reconciliation efforts.
Once encounter processing is complete, each claims platform will automatically send a file to OptumInsight EDPS for CMS reporting.  
KEY POINTS
78% of the Delegated Providers submit Encounters through Transunion and 22% through OptumInsight.  
Reimbursement Modernization initiative has started supporting delegated providers in 2014, prior to that all delegated providers were only supported on the NICE claims platform.
Encounter information sent back to providers is in a printed report format (i.e. not electronic).  However, Reimbursement Modernization phase 2 is moving to electronic medium. 
Eastern region Delegated Entities are processed on COSMOS, Reimbursement Modernization Program is building out delegated / capitated functionality on the COSMOS platform.  This effort is scheduled to continue over the next 3 – 5 years.  
Currently COSMOS pre-processing queues cause issues with missing CAR/RAC codes, missing providers, causing manual processing.",Capability L2,421-2889-0
181,3.2.4.3.1,Recruit & Onboard - M&R,,Capability L2,421-6291-0
182,3.2.4.3.1.1,Encounter Receipt - M&R,,Capability L3,421-4574-0
183,3.2.4.3.1.2,Encounter Editing - M&R,,Capability L3,421-4575-0
184,3.2.4.3.1.3,Encounter Reconciliation - M&R,,Capability L3,421-4576-0
185,3.2.4.3.2,Encounter Data Distribution - M&R,"This capability includes steps necessary to extract & configure encounter data, sending encounter data to CMS, and identifying & addressing errors.  CMS defines encounters as any service provided to a member by a provider and payment was received, this also includes Health Care Facilities & Durable Medical Equipment (DME).  Encounters include all delegated and non-delegated transactions.  Encounter data was designed to improve the risk adjustment and MA payment system, by providing complete and accurate data set to CMS.  Encounters Data sent to CMS are used in the Risk Adjustment calculations.",Capability L2,421-2890-0
186,3.2.4.3.2,Educate Agents - M&R,,Capability L2,421-6292-0
187,3.2.4.3.2.1,Encounter Selection & Extract - M&R,,Capability L3,421-4577-0
188,3.2.4.3.2.2,Encounter Reporting - M&R,,Capability L3,421-4578-0
189,3.2.4.3.2.3,Encounter Submissions to CMS - M&R,,Capability L3,421-4579-0
190,3.2.4.3.3,Monitor Sales Activities- M&R,,Capability L2,421-6293-0
191,3.2.4.3.4,Support Agents - M&R,,Capability L2,421-6294-0
192,3.2.4.3.5,Manage Fees & Commissions - M&R,,Capability L2,421-6295-0
193,3.2.4.4,Sell to Consumers - M&R,"Maximize use of consumer data to optimize agents’ ability to enroll prospects, and guide members to best possible plan",Capability L1,421-6283-0
194,3.2.4.4,Reimbursement & Notification - M&R,"Provide claim and encounter data to support provider payments as contracted by UHN, and member/provider communications.  Contracting methodologies range along a risk spectrum from Fee for Service to Global Capitation.  Member/Provider communications include EOB’s, PRA’s, IDN’s, etc.",Capability L1,421-2891-0
195,3.2.4.4.1,Benefit Accumulation - M&R,"Benefit Accumulation is comprised of four main areas; Member Out of Pocket, and Benefit Accumulators.   These calculations are input for claims adjudication to determine responsibility and price for claim.",Capability L2,421-2892-0
196,3.2.4.4.1,Manage Leads & Prospects - M&R,,Capability L2,421-6296-0
197,3.2.4.4.1.2,Maximum Out of Pocket - M&R,,Capability L3,421-4581-0
198,3.2.4.4.1.3,Member Responsibility - M&R,,Capability L3,421-4582-0
199,3.2.4.4.1.4,Benefit Accumulator - M&R,,Capability L3,421-4583-0
200,3.2.4.4.2,Notifications - M&R,"Providers and Members are sent notification of claim processing in the form of Provider Remittance Advise and Explanation of Benefits, respectfully. Provider Remittance Advise is compared to the Explanation of Benefits prior to sending notifications.",Capability L2,421-2893-0
201,3.2.4.4.2,Educate & Guide - M&R,,Capability L2,421-6297-0
202,3.2.4.4.2.1,TBD 1,,Capability L3,421-6362-0
203,3.2.4.4.2.2,TBD 2,,Capability L3,421-6363-0
204,3.2.4.4.2.3,TBD 3,,Capability L3,421-6364-0
205,3.2.4.4.3,Sell to Individuals - M&R,,Capability L2,421-6298-0
206,3.2.4.4.4,Sell to Employers & Plan Sponsors - M&R,,Capability L2,421-6299-0
207,3.2.4.5,"Fraud, Waste & Abuse - M&R","The Fraud, Waste and Abuse Domain is responsible for the Prevention of Fraud, Reduction of Waste and the Detection of Abuse.",Capability L1,421-705-0
208,3.2.4.5.1,Detection - M&R,"This capability encompasses the various manual and automated detection methods used to identify waste, abuse and fraud. It also includes the continuous improvements for current analytics and research and development of new analytics for use in detection.",Capability L2,421-819-0
209,3.2.4.5.1.1,Manual Detection - M&R,,Capability L3,421-4584-0
210,3.2.4.5.1.2,Automated Detection - M&R,,Capability L3,421-4585-0
211,3.2.4.5.1.3,Continuous Analytics - M&R,,Capability L3,421-4586-0
212,3.2.4.5.1.4,Identify New R&D Analytics - M&R,,Capability L3,421-4587-0
213,3.2.4.5.2,Prospective Investigations - M&R,,Capability L2,421-820-0
214,3.2.4.5.2.1,Investigate Suspect Claims - M&R,,Capability L3,421-4588-0
215,3.2.4.5.2.2,Clinical Review - M&R,,Capability L3,421-4589-0
216,3.2.4.5.2.3,Provide Recommendation & Disposition - M&R,,Capability L3,421-4590-0
217,3.2.4.5.3,Retrospective Investigations - M&R,,Capability L2,421-821-0
218,3.2.4.5.3.1,Sampling - M&R,,Capability L3,421-4591-0
219,3.2.4.5.3.2,Clinical Review - M&R,,Capability L3,421-4592-0
220,3.2.4.5.3.3,Overpayment & Recovery Determination - M&R,,Capability L3,421-4593-0
221,3.2.4.5.4,Recovery & Regulatory Collaboration - M&R,This capability includes how money is recovered for waste and abuse cases and the legal or regulatory collaboration activities if fraud is suspected.,Capability L2,421-822-0
222,3.2.4.5.4.1,Recovery Negotiation - M&R,,Capability L3,421-4594-0
223,3.2.4.5.4.2,Collection & Cash Management - M&R,,Capability L3,421-4595-0
224,3.2.4.5.4.3,Financial Transactions - M&R,,Capability L3,421-4596-0
225,3.2.4.5.5,Vendor Management - M&R,,Capability L2,421-823-0
226,3.2.4.5.5.1,Monitor Business Performance - M&R,,Capability L3,421-4597-0
227,3.2.4.5.5.2,Monitor Compliance Performance - M&R,,Capability L3,421-4598-0
228,3.2.4.5.5.3,Monitor Operational Performance - M&R,,Capability L3,421-4599-0
229,3.2.4.5.5.4,Review and Enhance Performance - M&R,,Capability L3,421-4600-0
230,3.2.5,Member Administration - M&R,,Domain L0,421-683-0
231,3.2.5.1,Enrollment - M&R,"Enrolling in one of our health plans means that a member must meet both UHC and CMS requirements. If a member’s enrollment application is completely filled out, then it is submitted to CMS for validation. Only after the CMS verification is the application approved. Members only see the resulting welcome kit, unless UHC has had to re-engage with the member during the process to find missing or clarify existing information. A member who completes an accurate application should be able to assume that all is well and they do not need to provide any additional effort to complete their enrollment.",Capability L1,421-706-0
232,3.2.5.1.2,Process Applications - M&R,"This business capability is where member enrollment information is received, sent to SMS to pre-validate the correctness of information, then sent to CMS where eligibility for Medicare is either approved or denied. In some instances Additionally, a member reconciliation is performed within this capability using TRR reports from CMS. In some instances, application are missing core data, which means the application is pended and a request for information is sent to the member.",Capability L2,421-830-0
233,3.2.5.1.2.1,Validate with SMS - M&R,,Capability L3,421-4603-0
234,3.2.5.1.2.2,Validate with CMS - M&R,,Capability L3,421-4604-0
235,3.2.5.1.2.3,Reconcile with CMS - M&R,,Capability L3,421-4605-0
236,3.2.5.1.3,Onboard Members - M&R,"This capability is where members are assigned to a Medicare plan (MA, Part D, etc), Creation of an insured plan based on the application. Notifications are sent to fulfillment in order to produce the required member materials Welcome Kits, ID Cards, etc) and finally, their information is sent along to down stream capabilities (Claims, Billing,",Capability L2,421-831-0
237,3.2.5.1.3.1,Assign Member to Plan - M&R,,Capability L3,421-4606-0
238,3.2.5.1.3.2,Fulfill Enrollment Materials - M&R,,Capability L3,421-4607-0
239,3.2.5.1.3.3,Set up for Claim Submission - M&R,,Capability L3,421-4608-0
240,3.2.5.1.5,Post Enrollment Maintenance - M&R,,Capability L2,421-825-0
241,3.2.5.1.5.1,Maintain Member Records - M&R,,Capability L3,421-4611-0
242,3.2.5.1.5.2,Reinstatements & Re-enrollments - M&R,,Capability L3,421-4612-0
243,3.2.5.1.5.3,Cancellation & Withdrawal - M&R,,Capability L3,421-4613-0
244,3.2.5.3,Billing and Collections - M&R,"Billing needs to be transparent. Members with a premium will receive a regular invoice at the beginning of the plan year and then as often as their Method of Payment dictates (e.g. members paying via recurring EFT will not receive a monthly invoice). Employer Groups with a premium will receive a regular monthly invoice. Members should assume that their premium billed is accurate and reflects the correct base premium, any additional rider benefits, late enrollment penalties, low income subsidies and retroactive adjustments from CMS. UHC will always notify a member when their premium changes during a year, with the exact reasons and amounts.
Collections will be transparent and helpful discussing the status of an account with our members. We will address any questions they may have regarding the billing or payment activity of the plan. Members should assume that we will advise the status of the account and provide options in an effort to assist in bringing their balances current.",Capability L1,421-708-0
245,3.2.5.3.1,Communicate Balance Due - M&R,"M&R membership does not currently get an invoice since in most cases CMS pays for their services.  In some cases members have and advantage plan or additional services that requires them to pay a monthly fee (this type of relationship is expected to grow rapidly).  This fee is typically mailed in from the members coupon book or preferably via ACH transfer from the members account.  This capability supports the process for triggering invoices based on predefined parameters in the customers plan (monthly, quarterly, semi-annually or yearly) and applying the contractual or other credits and discounts. Amount owed is broken down into elements owed by the customer and the one owed by the SSA (Social Security Administration).  Additional rules around LEP (Late Enrollment Penalty) and LIS (Low Income Subsidy) can add to complexity.",Capability L2,421-836-0
246,3.2.5.3.1.1,Generate and Send Invoice - M&R,,Capability L3,421-4623-0
247,3.2.5.3.1.2,Delinquency Notifications - M&R,,Capability L3,421-4624-0
248,3.2.5.3.2,Collect Money - M&R,"This capability supports the collection of premium payments from members through various channels - Coupon book (most common), Electronic Funds Transfer (EFT), Social Security Administration (SSA) withdrawals drafts or Credit Card Payments for delinquent payments. Monies are typically sent to a lockbock at a bank, then processed by",Capability L2,421-837-0
249,3.2.5.3.2.1,Receive & Process Money - M&R,,Capability L3,421-4625-0
250,3.2.5.3.2.2,Apply Money - M&R,,Capability L3,421-4626-0
251,3.2.5.3.2.3,Manage Delinquency - M&R,,Capability L3,421-4627-0
252,3.2.5.3.3,Billing Account Maintenance - M&R,"Billing Account Maintenance includes all changes to member data that directly impacts billing and collections.  This capability supports general account maintenance for members, such as changing a payment type, terminations (death, non-payment), status changes, etc. It does not include any processing that may be required once the data is updated (e.g., write-off due to death  termination).  It also supports the ability to determine if the member has a credit balance (overage of monies) and the ability to generate a refund to the member.",Capability L2,421-2873-0
253,3.2.5.3.3.1,MOP Maintenance - M&R,,Capability L3,421-4628-0
254,3.2.5.3.3.2,Payment Research and Maintenance - M&R,,Capability L3,421-4629-0
255,3.2.5.3.3.3,Premium Research and Maintenance - M&R,,Capability L3,421-4630-0
256,3.2.5.3.3.4,Unapplied Funds - M&R,,Capability L3,421-4631-0
257,3.2.5.3.3.5,Returned Payments - M&R,,Capability L3,421-4632-0
258,3.2.5.3.3.6,Process Refunds - M&R,,Capability L3,421-4633-0
259,3.2.5.3.4,Reconcile Money - M&R,"Supports the ability to determine if the member has a credit balance (overage of monies) and also the ability to generate a refund to the member.  It also ensure payments received are applied correctly and to the appropriate accounts to maintain accurate information for customer accounts. Customers who have defaulted for an extended period of time will be terminated and benefits withdrawn. This capability also supports general account maintenance for members, such as changing a payment type, determining where a lost payment is and reconciling unpaid items due to NSF or protested payments by a member.",Capability L2,421-840-0
260,3.2.5.3.4.1,Money Reconciliation - M&R,,Capability L3,421-4634-0
261,3.2.6,Benefit Administration - M&R,,Domain L0,421-682-0
262,3.2.6.1,Member Service Experience - M&R,"The Member Service Experience capability of UnitedHealthcare Medicare and Retirement is responisble for:
-All incoming and outgoing member contact
-Forecasting",Capability L1,421-709-0
263,3.2.6.1.1,Manage Channels - M&R,This business capability includes  the functions  necessary to operationalize high-level member strategies.,Capability L2,421-826-0
264,3.2.6.1.1.1,Channel Strategy - M&R,,Capability L3,421-4635-0
265,3.2.6.1.1.2,Scheduling / Real Time Adherence - M&R,,Capability L3,421-4636-0
266,3.2.6.1.1.3,Manager Service Vendors - M&R,,Capability L3,421-4637-0
267,3.2.6.1.1.4,Forecasting and Planning - M&R,,Capability L3,421-4638-0
268,3.2.6.1.1.5,Manage Sites - M&R,,Capability L3,421-4639-0
269,3.2.6.1.2,Engage Employees- M&R,This business capability includes  the functions  necessary to operationalize high-level member strategies.,Capability L2,421-827-0
270,3.2.6.1.2.1,Workflow Management - M&R,,Capability L3,421-4640-0
271,3.2.6.1.2.2,Enable Customer Care Professionals - M&R,,Capability L3,421-4641-0
272,3.2.6.1.2.3,Set Up Delivery - M&R,,Capability L3,421-4642-0
273,3.2.6.1.2.4,Employee Management - M&R,,Capability L3,421-4643-0
274,3.2.6.1.4,Deliver - M&R,"This business capability focuses on researching and resolving inquiries and issues
During Assess Inquiry and Identify Needs, the specifics related to the inquiry or issue are reviewed and actions specific to the case are identified
In research customer inquiry, data appropriate to the specific inquiry is gathered and analyzed
Contact documentation focuses on  documenting interactions with the member and spans the breadth of the Delivery capability (Connect, Help, Solve)
As part of the contact with the members, the CCP educates the members  on how to leverage benefits and services.  Currently the focus is on plan and service basics
Today members seek help in understanding the healthcare experience.  While focused on the basics today, this is an area of opportunity
Outbound communication to members typically occurs today when an error is discovered or call analytics point to a feature of our benefits and services that may be  unclear.  Today’s communication tends to be in response to an issue",Capability L2,421-829-0
275,3.2.6.1.4.1,Connect,,Capability L3,421-6306-0
276,3.2.6.1.4.2,Solve,,Capability L3,421-6307-0
277,3.2.6.1.4.3,Close,,Capability L3,421-6308-0
278,3.2.6.1.7,Measure & Optimize - M&R,"This business capability focuses on understanding the Member Service Experience in context with customer feedback, best practice trends and systematic issues and developing and defining systematic solutions
Analyze consumer trends and best practices focuses on looking across industries to understand what are the basics of customer experience, what is a differentiator and what the implications are to the service we provide
Collect voice of the customer is the capability to gather and analyze Voice of the Customer data.  The focus is on understanding the experience from the perspective of our member, delegates and/or prospective members
Our capability to understand Root Cause Systematic Issues today is relatively immature and enabling this capability more robustly in the future will be key to delivering a better experience to our members 
Identify Solutions and Recommendations is the “ideation” of solutions that address systematic issues such as eliminating unnecessary calls, etc.
Close the loop to proactively resolve service issues reflects the need to address systemic root-cause issues",Capability L2,421-788-0
279,3.2.6.1.7.1,Analyze Consumer Trends and Best Practices - M&R,,Capability L3,421-4662-0
280,3.2.6.1.7.2,Root Cause Systematic Issues - M&R,,Capability L3,421-4663-0
281,3.2.6.1.7.3,Close Loop to Proactively Resolve Service Issues- M&R,,Capability L3,421-4664-0
282,3.2.6.1.7.4,Collect Voice of the Customer - M&R,,Capability L3,421-4665-0
283,3.2.6.1.7.5,Identify Solutions and Recommendations - M&R,,Capability L3,421-4666-0
284,3.2.6.2,Digital Experience - M&R,"The Appeals, Grievances and Complaints domain of UnitedHealthcare Medicare and Retirement is responsible for:
- Adjudicating a Member’s (or their Representative’s) appeal of an adverse decision made on a insurance claim. 
- Adjudicating a Provider’s request to reconsider a denial of an insurance claim or part of a claim.
- Investigate and respond to Grievances (complaints) of Members or their representatives.",Capability L1,421-710-0
285,3.2.6.2.1,Self Service - M&R,"This business capability embodies receiving appeals, grievances and complaints correspondence from internal and external sources and routing to the appropriate organizational role for a decision (Clinical, Non-Clinical, Medical Director) dependent upon case type.",Capability L2,421-789-0
286,3.2.6.2.1.1,Inbound Content - M&R,"
Inbound Content
Content received, sorted, routed",Capability L3,421-3800-0
287,3.2.6.2.1.2,Initial Review - M&R,"
Initial review
Content reviewed and categorized",Capability L3,421-4667-0
288,3.2.6.2.1.3,Setup - M&R,"Setup
Case parameters assigned and case entered into the appropriate tracking system",Capability L3,421-4668-0
289,3.2.6.2.1.4,Assign Ownership - M&R,"Assign Ownership
Ensure case is routed to the proper admin or clinician",Capability L3,421-4669-0
290,3.2.6.2.2,Data Analytics - M&R,"This capability includes reviewing a case to a point that a decision can be made. Once the clinician or admin has come to a decision, they must ensure the proper recording and notification activity occurs.",Capability L2,421-790-0
291,3.2.6.2.2.1,Research - M&R,"Research
Detailed review of case information",Capability L3,421-4670-0
292,3.2.6.2.2.2,Clinical/ Admin Review and Decision - M&R,"Clinical/Admin Review and Decision
Make decision on case",Capability L3,421-4671-0
293,3.2.6.2.2.3,Case Documentation - M&R,"Case Documentation
Update proper documentation",Capability L3,421-4672-0
294,3.2.6.2.2.4,Closure Communication - M&R,"Closure Communication
Inform the proper parties of case decision",Capability L3,421-4673-0
295,3.2.6.2.2.5,Rework Effectuation/ Corrective Action - M&R,"Rework Effectuation / Corrective Action
Ensure proper rework has been completed",Capability L3,421-4674-0
296,3.2.6.2.3,Consumer Profile- M&R,"This business capability embodies the preparation, tracking, recording and notification functionality associated with third party review.",Capability L2,421-810-0
297,3.2.6.2.3.1,Case File Assembly - M&R,"Case File Assembly
Assemble case package and send for review by independent entity",Capability L3,421-4675-0
298,3.2.6.2.3.2,External Entity Review - M&R,"External Entity Review
Engage with appropriate external entity by responding to requests and feedback. This capability includes case review and planned appeals.",Capability L3,421-4676-0
299,3.2.6.2.3.3,Document Decision - M&R,"
Document Decision
Document and communicate decision that resulted from independent review",Capability L3,421-4677-0
300,3.2.6.2.3.4,Implement Decision - M&R,"Implement Decision
Ensure proper rework has been completed",Capability L3,421-4678-0
301,3.2.6.3,Correspondence Management & Development - M&R,"Material Development & Fulfillment drives the capabilities that support the end-to-end distribution supply chain including content strategy and development, production of marketing, annual enrollment and operation as materials through traditional (print) and emerging channels (electronic)",Capability L1,421-711-0
302,3.2.6.3.1,Material Strategy & Development - M&R,"Material Strategy and Development starts when the need for material is identified and ends when the Build of Materials (BOM ) and art files are delivered for electronic or print fulfillment.  Includes defining the strategy, developing content and designing materials.",Capability L2,421-839-0
303,3.2.6.3.1.1,Define Strategy - M&R,,Capability L3,421-4686-0
304,3.2.6.3.1.2,Develop Content - M&R,,Capability L3,421-4687-0
305,3.2.6.3.1.3,Design Materials - M&R,,Capability L3,421-4688-0
