Nr.,LevelID,Name,Description,Level,Ref ID
125,2.1.6.1.2,Claims Workflow Management - UHC,"This capability deals with forecasting the inventory, planning for the resources and scheduling the FTEs based on the skill set and the inventory. Work flow decisions are managed by age of the claim, type of the claim, plan/ policy, prompt pay guidelines, processor's skill set etc.",GroupCapability L2,421-5100-0
126,2.1.6.1.3,Claims Rejection - UHC,"Rejecting a claim means that claim can not processed by the system due to lack of complete information. Common causes for a claim to reject include when personal information is inaccurate (i.e.: name and identification number do not match) or errors in information provided (i.e.: truncated procedure code, invalid diagnosis codes, etc.) A rejected claim has not been processed so it cannot be appealed. Instead, rejected claims need to be researched, corrected and resubmitted. Most of these claims are new day claims.
 There is a difference between a “denied” and a “rejected” claim, although the terms are commonly interchanged. A denied claim refers to a claim that has been processed and the insurer has found it to be not payable. Denied claims can usually be corrected and/or appealed for reconsideration.",GroupCapability L2,421-5101-0
127,2.1.6.2,Claims Configuration & Data Load - UHC,"Configuring the logic and loading claims rules, exceptions and code combination. Also deals with loading member's accum data for claims to process accurately.",GroupCapability L1,421-5102-0
128,2.1.6.2.1,Member Claim History - UHC,"Applying the prior claims history information to the member for proessing of claims.  For new members, this data comes from the member's prior carrier while for the renewing  members, data is internally updated.",GroupCapability L2,421-5103-0
129,2.1.6.2.2,Claims Rule Support - UHC,This capability includes steps necessary to configure and load the claim rules in to the system,GroupCapability L2,421-5104-0
130,2.1.6.2.3,Claims Customization - UHC,Applying exception codes or code combinations to the claims processing logic for processing of certain claims. Exception can occur due to various reasons like  customer's request or a highly visible claim.,GroupCapability L2,421-5105-0
131,2.1.6.3,Claims Pre-Processing - UHC,"Claims Processing includes a collection of all capabilities that are required to apply policy and benefit to the claim, calculate reimbursement responsibility for the provider and member, and finalize the reimbursement",GroupCapability L1,421-3390-0
132,2.1.6.3.1,Claims Validation - UHC,"Claims Processing includes a collection of all capabilities that are required to apply policy and benefit to the claim, calculate reimbursement responsibility for the provider and member, and finalize the reimbursement.",GroupCapability L2,421-5106-0
133,2.1.6.3.1.1,Member Verification - UHC,Verifying the member information to ensure  eligibility,GroupCapability L3,421-5109-0
134,2.1.6.3.1.2,Provider Verification - UHC,Verifying the provider's demographics and credentials,GroupCapability L3,421-5110-0
135,2.1.6.3.1.3,Validation of Service Rendered - UHC,"Validating the details on the claim like diagnostic codes, service codes, revenue codes, facility location etc.",GroupCapability L3,421-5111-0
136,2.1.6.3.1.4,Policy/Plan data verification - UHC,Verifying the plan/policy under which the patient is enrolled to ensure patient's benefits.,GroupCapability L3,421-5112-0
137,2.1.6.3.1.5,Coverage Determination - UHC,"Determining if the patient is covered for the services rendered. The limit or degree of services a person is entitled to receive based on the contract with a health plan or insurer.  Describes different levels of benefits based on Network and Non-network service delivery, and Certified or non-certified. 
It includes determining the continuation of the coverage (verifying the coverage with the date of service, eligibility, plan and benefits) and the limitations to the coverage (verifying the limits of the coverage under plan and benefits).",GroupCapability L3,421-5113-0
138,2.1.6.3.1.6,Authorization and Notification Lookup - UHC,Determining if the procedure or services in the claim needed obtaining the approval from the health insurer and if this approval was obtained in time. This includes verifying all the supporting documentation as per the need. Prior authorization is also referred as prior notification or review.,GroupCapability L3,421-5114-0
139,2.1.6.3.1.7,State Mandates Determination - UHC,Validation of the claims for the any state mandates that might apply,GroupCapability L3,421-5115-0
140,2.1.6.3.2,Claims Analytics - UHC,"Analyzing claims data using a hybrid of business rules and predictive analytics to mitigate risk, reduce loss cost and stop expense leakage.",GroupCapability L2,421-5107-0
141,2.1.6.3.2.1,Advanced Duplicate Checking - UHC,Analyzing any claim submitted by a physician or provider for the same service provided to a particular individual on a specified date of service that was included in a previously submitted claim. This does not include reworked claims. For the rework the claims processor manually check the duplicate claims.,GroupCapability L3,421-5117-0
142,2.1.6.3.2.2,Claims Screening for Fraud - UHC,"Analyzing the claim to identify the potential fraud (intentional deception or misinterpretation of the information on the claim).This is done based on the system edit and if undetected will result in unauthorized medical payment or benefit to the individual , or the entity, or to another party",GroupCapability L3,421-5118-0
143,2.1.6.3.2.3,Subrogation Determination - UHC,Verifying if a claim qualifies for subrogation by identifying codes and referring to the existing policies and procedures.,GroupCapability L3,421-5119-0
144,2.1.6.3.2.4,Commercial Code Bundling and Unbundling - UHC,"Determining if the lines on claim(s) need to be bundled or unbundled. Example of Bundling
A provider submits three (3) claim detail lines on the claim. The processor determines that those three procedures can be paid under one (1) procedure code.
Example of Unbundling
Date range billing: A provider submits a claim for a range of dates and the processor breaks each date of service into a separate detail line on the claim.",GroupCapability L3,421-5120-0
145,2.1.6.3.2.5,Part of Episode of Care Determination - UHC,"Determining if the claim is part of an episode of care (Episode of care means the managed care provided by a facility or provider for a specific medical condition or illness during a set time period. Episode of care can be given either for a short period or on a continuous basis or it may consist of a series of intervals marked by one or more brief separations from care).
This also includes level of care determination. E.g. inpatient where the provider is billing for ICU where the services are authorized only for the medical level of care.",GroupCapability L3,421-5121-0
146,2.1.6.4,Claims Adjudication - UHC,"This is the core capability where pricing of the claim is determined based on the contract and provider type. Final reimbursement amount to the provider is calculated after applying member liability, exceptions, penalties etc to the price determined.",GroupCapability L1,421-3391-0
147,2.1.6.4.1,Contract Selection & Pricing - UHC,Calculating the pricing of the claim based on provider contract rates and negotiated rules.,GroupCapability L2,421-5122-0
148,2.1.6.4.1.1,Provider Contract Selection - UHC,Verifying the Provider Contracts in the system to find out which services provider can bill for and the rates to be paid for those services. Ideally the contract should be in the system before the claim is processed but sometimes it is not.,GroupCapability L3,421-5124-0
149,2.1.6.4.1.2,Pricing Determination - UHC,"Determining the pricing of the claim based on various factors like the provider contract, coverage of the procedure and reimbursements. If the provider is non par, this also includes sending the claim to the pricing vendors for pricing. 
Pricing could be initial or redetermination:
1. Initial Pass Pricing: Pricing a claim for the first time. In these cases the system is not able to price a claim due to various reasons (can not extract and price, new born baby facility claims ) and ends up rejecting a claim.  In these cases claim processors need to review manually and determine pricing.
2. Pricing Redetermination: Pricing a claim again or doing manual entry. There is always detail attached to the claims in these cases which show the reason for redetermination. Some examples are claims was denied incorrectly, bundled wrong or logged as one unit while it should have been logged as more.",GroupCapability L3,421-5125-0
150,2.1.6.4.2,Claims Calculation - UHC,Claims calculation capability handles calculating final amount to be paid to the provider or member based on the provider contract and member policy.,GroupCapability L2,421-5123-0
151,2.1.6.4.2.1,Member Liability Determination - UHC,Determining the amount patient is liable to pay after the pricing is determined,GroupCapability L3,421-5126-0
152,2.1.6.4.2.2,Penalties and Sanctions Determination - UHC,"Applying sanctions and penalties (e.g. timely filing, authorizations, interest penalty, notification and prompt pay) to the existing rules of claims processing. Mostly the penalties are applied on the rework claims",GroupCapability L3,421-5127-0
153,2.1.6.4.2.3,Claims Pend/Hold - UHC,"Placing the claim on hold or pend and waiting to get further information before the claim can be processed.  A claim hold or pend could be at a member, a group or  provider level depending on the reason. Letters to members and/or providers are generated when the claims are held or pended.

Sending the inquires to various internal areas when there are questions/ concerns and additional information is needed to process the claim. The inquiries could be sent but not limited to Eligibility, Compliance, URN (transplant related questions), NDM( provider contract and credential questions), Pricing, Medical review and COB.",GroupCapability L3,421-5128-0
154,2.1.6.4.2.4,Finalization of the Reimbursement - UHC,After the application of the entire logic the  final reimbursement amount is calculated and sent to the payment system.,GroupCapability L3,421-5129-0
155,2.1.6.4.2.5,Coordination of Benefits Determination- UHC,Determining member's COB and paying claims based on Order of Benefits Determination rules defined by a Member's Benefit Coverage,GroupCapability L3,421-6395-0
156,2.1.6.4.2.6,Remark Code Determination- UHC,Determination of remark codes that need to be included with  EOBs and PRAs. Remark codes explain why the claim was paid in a certain way.,GroupCapability L3,421-6396-0
157,2.1.6.5,Claims Post-Processing - UHC,"This includes all capabilities that occur after the claims are processed and finalized.  These include but not limited to, updating member's history and accumulator information, issuing EOBs and letters, reporting and performing the audits. These are not the rework capabilities.",GroupCapability L1,421-3392-0
158,2.1.6.5.1,Letter/ Documents Generation - UHC,"Generating and sending the appropriate documents for members and providers. These include letters for pend, hold and deny.",GroupCapability L2,421-5130-0
159,2.1.6.5.1.1,Letter Generation - UHC,"Generating letters for providers and/or members for various situations. The most common one is asking for additional or missing information, sending reason for denial or responding to a general inquiry.",GroupCapability L3,421-5131-0
160,2.1.6.5.1.2,EOB Generation - UHC,"Generating Explanation of benefit documents for members explaining the services performed, provider's fee and  the amount allowed. It also includes the explanation if the claim was denied.",GroupCapability L3,421-5132-0
161,2.1.6.5.1.3,PRA Generation - UHC,"Generating remittance advice documents for providers explaining the services performed, provider's fee and  the amount allowed. It also includes the explanation if the claim was denied.",GroupCapability L3,421-5133-0
162,2.1.6.5.2,Claims History Update - UHC,"Updating critical information of the claim in the system for future processing and audit purposes. It includes updating details on interest payments, letters sent, additional benefit info etc. For most systems this step is done automatically.",GroupCapability L2,421-5134-0
163,2.1.6.5.3,Claims Reporting - UHC,"Creating and sending reports to internal and external customers. The frequency could vary depending on the case, daily, weekly and monthly. Daily and Weekly is mostly inventory received and worked. Monthly includes number of claims and $ worked per project. It also includes reports and documentation sent to the production area(workforce management)detailing the audit results.

It also includes identifying and associating attributes to a claim that will support reporting.",GroupCapability L2,421-5138-0
164,2.1.6.5.4,Claims Audit - UHC,Performing internal or external audits. Audits could be initiated by the customers too.,GroupCapability L2,421-5139-0
165,2.1.6.5.5,Claims Accumulator Update- UHC,"Benefit accumulation is comprised of: member/family out of pocket,  co-pay/ co-insurance and limits to the visits or procedures. Updating accumulator includes updating any of the aforementioned accumulators. Most accumulators are updated by the system but there are some individual benefits like different types of  therapies and LTM that claims processors need to update.",GroupCapability L2,421-5464-0
166,2.1.6.5.6,Financial Information Update- UHC," Updating member's and provider's financial information,  after processing is complete. For most systems this step is done automatically.",GroupCapability L2,421-5465-0
167,2.1.6.6,Claim Payment - UHC,"Producing, providing and recording the claims payments made to members, providers and employers. There are many options to pay like checks, auto deposit etc.",GroupCapability L1,421-3393-0
168,2.1.6.6.1,Payment Instructions Directions - UHC,"Applying validation rules and business logic on processing of payment. E.g
1.  Completeness of data, compliance requirements
2. Determine the timing of claims payments based on the pre coded rules ( e.g. prompt pay rules, provider specific rules)
3. Setting the values for downstream systems
4. levels at which various activities need to occur",GroupCapability L2,421-5140-0
169,2.1.6.6.2,Payments Consolidation - UHC,"Consolidate claims as per the business rules. 
-",GroupCapability L2,421-5141-0
170,2.1.6.6.3,Payment & Statements Presentation - UHC,"Produce paper and electronic checks to members, providers and employers along with supporting documentation that explains the payments. It also includes claim Data presented in a summarized form over a period of time (monthly, quarterly, annually).",GroupCapability L2,421-5142-0
171,2.1.6.6.3.1,Member EOBs Presentation,,GroupCapability L3,421-6394-0
172,2.1.6.6.4,Payments Recording - UHC,"Payment recording for accounting, reconciliation and ledger purposes. Also includes updating associated systems.",GroupCapability L2,421-5143-0
173,2.1.6.7,Value Based Contracting Reimbursement - UHC,"Value based contracting is a methodology for payment to provider based on the value that a provider brings to the relationship  in which the more value a provider brings the more they are reimbursed. This capability is used  to align United Healthcare’s goals with reimbursement to providers. VB contracting including different programs like Performance Based program managment ( metric focused, intended to address primary care physicians in small practices, as well as large physician groups, ancillary providers and hospitals.  Key performance metrics include some HEDIS measures, as well as hospital readmissions, hospital-acquired conditions, potentially avoidable hospitalization rates and non-par provider use), Condition or Service Line program management ( Centers of Excellence, Ancillary Capitation and PCP Only Capitation. Centers of Excellence are condition focused, such as transplants) and Accountable Care program management (programs geared toward advancing population health and use population-based metrics to drive greater value.  These include our programs around capitation, capitation plus performance-based contracting, and shared savings/shared risk models such as patient-centered medical homes and accountable care organizations).",GroupCapability L1,421-5341-0
174,2.1.6.7.1,Capitation Calculation - UHC,"Calculation of payment for providers for capitation contracts based on  pre-defined set of business rules which include a combination of multiple attributes from member, contract, and [Provider] demographic information.
capitation calculation methods are:
• Flat rate – A flat rate PMPM
• Fixed rate age/gender adjusted – A flat rate adjusted by age and gender PMPM
• Fixed rate age/gender/benefit adjusted – A flat rate adjusted by age, gender, and benefit factor PMPM
• Fixed rate age/gender/copayment adjusted – A flat rate adjusted by age, gender, and copayment adjustment PMPM
 
This includes professional cap, hospital cap and global cap calculation.

Attributes used in Capitation calculation include assigned population, age, gender, premium, Base Rates.

This capability also includes calculating adjustment needed for a capitation payment (negative or positive) based on % of member premium/ base rate, % of member's net capitation payment of flat PMPM amount.",GroupCapability L2,421-5342-0
175,2.1.6.7.2,Incentive/Bonus Calculation - UHC,"Claims, encounter and clinical data are analyzed to calculate the payment for providers for incentive and bonus as per the contract and performance. Budgets for incentive/bonus is based on member eligibility, demographics, provider contract, member premium etc. . Applications automate the calculation of the performance but actual adjustment of the fee schedule is a manual process.",GroupCapability L2,421-5343-0
176,2.1.6.7.3,Cap/Incentive/ Bonus Payment - UHC,"Applying business rules such as payment schedules, advances, reverse and consolidation and producing  triggers for paper and electronic checks to members, providers and employers along with supporting documentation that explains the payments for cap, bonus and incentive.",GroupCapability L2,421-5344-0
177,2.1.6.7.4,Value Based Payment Reporting - UHC,"Generating, publishing and analyzing all reports related to value based contracting. Some examples are Coversheet- basic report of the calculation that is sent to the provider, Claims detail files, Offset sheet and  VBC specific- explanation of payment for the ASO client",GroupCapability L2,421-5345-0
178,2.1.6.7.5,Value Based Payment Audit - UHC,Performing payment audit for value based contracting (adhoc and pre-determined) and reporting audit results.,GroupCapability L2,421-5346-0
179,2.1.6.8,"Fraud, Waste, Abuse & Adjustments - UHC","When a claim is received and paid incorrectly due to a UHC error, it is considered Waste.  Abuse includes actions that may, directly or indirectly, result in:  unnecessary costs to the Medicare Program, improper payment, payment for services that fail to meet professionally recognized standards of care, or services that are medically unnecessary.  Abuse involves payment for items or services when there is no legal entitlement to that payment and the provider has not knowingly and/or intentionally misrepresented facts to obtain payment.  Abuse cannot be differentiated categorically from fraud, because the distinction between fraud and abuse depends on specific facts and circumstances, intent and prior knowledge, and available evidence, among other factors.",GroupCapability L1,421-5144-0
180,2.1.6.8.1,Detection - UHC,"This capability’s goal is to detect and prevent or recover fraud, waste, and abuse.",GroupCapability L2,421-5145-0
181,2.1.6.8.2,Prospective Investigation - UHC,"This capability is performed prior to the claim being paid and is the ability to apply mathematical analysis or edits to a claim by comparing its characteristics against a large population to see if there appears to be abnormalities that require additional scrutiny. The ability to intercept and rectify pre-payment characteristics of claim, provider and other data is the process of intercepting aberrant claims.

Pharmacy currently provides near real time adjudication providing a clear industry advantage to being able to quickly intercept and respond to deviant claims.  The ability to intercept the aberrant claims currently includes: point of service edits, drug utilization reviews (DUR) and real-time audits.",GroupCapability L2,421-5146-0
182,2.1.6.8.3,Retrospective  Investigation - UHC,"This capability describes the ability to identify payment characteristics of claims member, provider, facility and other data that do not follow prescribed norms. These activities mainly consist of data mining and mathematical analysis where claim data is measured against a large population of processed claims. Once a claim has been identified as potentially an improper payment, a case must be built to support the recommendation. All recommendations are investigated by OptumInsight or other vendors.

Pharmacy includes the identification of potential incidents include data mining and analytic processing, in-depth desktop reviews, onsite audits/investigations as well as leveraging external sources and analysis. This also includes managing incident referrals.",GroupCapability L2,421-5181-0
183,2.1.6.8.4,Claims Adjustment - UHC,"Auto or manual review and adjusting the claim to reflect the changes (retro changes, errors etc.).",GroupCapability L2,421-5182-0
184,2.1.6.8.5,Claims Recovery - UHC,"This capability defines how money is recovered on overpaid claims. The recovery process includes interacting with providers through sending letters, following up and collecting money owed. Once amount owed is collected, OptumInsight team works with Claim Operations to  manually adjust the claim  to
reflect the recovery.",GroupCapability L2,421-5183-0
185,2.1.6.8.6,FWA Vendor Management - UHC,"This capability provides oversight to vendors contracted to conduct Fraud, Waste and Abuse activities. Governing of the Fraud, Waste and Abuse capabilities includes the necessary oversight committees, compliance officers, and business alignment to ensure the correct structure, policies and processes are able to deliver the desired outcomes. Currently Scorecards and dashboards are also used to manage the relationships with the PBM and to ensure the business is in compliance with the FWA requirements.",GroupCapability L2,421-5147-0
186,2.1.7,Constituent Services - UHC,"Constituent Experience is the provision of service to constituents (Employer, Broker, Member, Provider) before, during and after the sale of a product or plan. This capability contains series of activities designed to enhance the level of member, provider, employer and broker satisfaction.
The capabilities include the initial interaction with the constituent, handling their inquiries, answering  their questions and resolving  issues.   The services are based on traditional associate based call centers as well as self-service channels like portals and voice technology. All interactions are documented and used for rigorous quality checks. Forecasting, capacity planning and subsequent scheduling of resources is an integral part of this domain. This activity ensures that proper staff is available to help the constituents.",GroupDomain L0,421-1493-0
187,2.1.7.1,Constituent Experience - UHC,"Constituent Servicing includes servicing of constituents through multiple channels (call center, portal, mail, etc.) Service incudes fulfilling various inquiries, resolving issues, advising on process for and communicating issue resolution, and providing any required reporting information.",GroupCapability L1,421-2875-0
188,2.1.7.1.1,Constituent Servicing - UHC,"Constituent Servicing includes servicing of constituents through multiple channels (call center, portal, mail, etc.) Service incudes fulfilling various inquiries, resolving issues, advising on process for and communicating issue resolution, and providing any required reporting information.",GroupCapability L2,421-2876-0
189,2.1.7.1.1.1,Member Servicing by Agent,,GroupCapability L3,421-6384-0
190,2.1.7.1.1.2,Provider Servicing by Agent,,GroupCapability L3,421-6385-0
191,2.1.7.1.1.3,Employer and Broker Servicing by Agent,,GroupCapability L3,421-6386-0
192,2.1.7.1.1.4,Member Servicing via Self Service,includes Portals / IVR,GroupCapability L3,421-6387-0
193,2.1.7.1.1.5,Provider Servicing via Self Service,includes Portals / IVR,GroupCapability L3,421-6388-0
194,2.1.7.1.1.6,Employer and Broker Servicing via Self Service,includes Portals / IVR,GroupCapability L3,421-6389-0
195,2.1.7.1.2,Workforce Management - UHC,Focuses on optimizing the productivity of resources that interact and work with constituents.  Optimization focuses on both short term and long term planning activities.,GroupCapability L2,421-2877-0
196,2.1.7.1.3,Quality & Performance  Management - UHC,"Performing audits and analysis on constituent touch points to ensure efficiency in performance, accuracy, techniques used, handing and documentation.",GroupCapability L2,421-2878-0
197,2.1.7.1.4,Constituent Relationships - UHC,Constituent Relationship encompasses proactive management of the experience across all touch points.,GroupCapability L2,421-5195-0
198,2.1.7.2,Material Fulfillment - UHC,"Material Fulfillment drives the capabilities that support the end-to-end material supply chain including material strategy and development, production of marketing, annual enrollment and operation for materials through traditional (print) and emerging channels (electronic).  Health Literacy / Constituent Experience needs are included in this process; these elements need to be represented in all material fulfillment activities.",GroupCapability L1,421-1508-0
199,2.1.7.2.1,Material Strategy and Development - UHC,"Material Strategy and Development starts when the need for material is identified and ends when the materials are delivered for electronic or print fulfillment. Includes defining the strategy, developing content and designing materials.",GroupCapability L2,421-1509-0
200,2.1.7.2.2,Material Production & Fulfillment - UHC,"Material Production and Fulfillment starts when the design is complete and includes production setup, test, implementation and asset management aspects of fulfillment.",GroupCapability L2,421-1510-0
201,2.1.7.2.3,Supplier Sourcing - UHC,Sourcing focuses on the end-to-end management of internal and external vendors involved in material development & fulfillment.,GroupCapability L2,421-1511-0
202,2.1.7.2.4,Quality and Performance Management - UHC,Quality focuses on the capabilities needed to manage and measure end-to-end process performance.,GroupCapability L2,421-1512-0
203,2.1.7.2.5,Fulfillment Reporting - UHC,Regular provision of information regarding material fulfillment business activities which supports all aspects of the work environment.,GroupCapability L2,421-5196-0
204,2.1.7.3,Appeals and Grievances - UHC,"The Appeals, Grievances and Complaints capability of United Healthcare Commercial is responsible for resolving issues that arise from unsatisfactory interactions between a constituent and United Healthcare. Disputes may be filed by or on behalf of Members or on behalf of, Providers (Participating and Non-Participating) and various State and Federal Regulatory agencies. Formal appeals are heavily regulated and must adhere to rules concerning turn-around-time (TAT), including but not limited to grievances and complains. In the case of an overturned decision or correction, effectuation occurs via financial compensation or approved services or medications. In the case of an upheld decision, the submitter may have rights to pursue further levels of appeal. Failure to adhere to rules and timelines, satisfy or bring a dispute to proper resolution may result in fines, penalties, loss of contracts, litigation and loss of goodwill through negative media attention.",GroupCapability L1,421-5197-0
205,2.1.7.3.1,Case Creation - UHC,"This business capability embodies receiving appeals, grievances and complaints correspondence from internal and external sources and routing to the appropriate organizational role for a decision (Clinical, Non-Clinical, Medical Director) dependent upon case type.",GroupCapability L2,421-5198-0
206,2.1.7.3.2,Case Review & Resolution - UHC,"This capability includes reviewing a case to a point that a decision can be made. Once the clinician or admin has come to a decision, they must ensure the proper recording and notification activity occurs. Capabilities remain similar between administrative and clinical cases but the types of information gathered differs between cases types.",GroupCapability L2,421-5199-0
207,2.1.7.3.3,Third Party Review - UHC,"This business capability embodies the preparation, tracking, recording and notification functionality associated with third party (external entity) review.",GroupCapability L2,421-5200-0
208,2.1.7.3.4,Defect Reduction - UHC,This capability involves conducting analytics to identify defects that cause rework. It ensures the proper teams get the proper feedback and steps are taken to remediate deficiencies.,GroupCapability L2,421-5201-0
209,2.1.7.3.5,Performance Management - UHC,"This capability includes the monitoring, tracking and reporting of performance metrics. It includes audits that ensure quality of work. This capability allows for workflow management and predictive modeling.",GroupCapability L2,421-5202-0
210,2.1.8,Clinical Services - UHC,"Clinical Services is a specific domain that provides services to improve and enhance member health and well-being by helping consumers navigate the health care system and obtain access to the best health services through clinical policy management (e.g., health service review,  treatment protocols/programs, wellness programs, health education, disease management, clinical analysis, predictive modeling, clinical appeals management and reporting for member and provider care management).  Topics such as Care Management and Clinical Behavioral support are all types of Clinical Services.",GroupDomain L0,421-1513-0
211,2.1.8.1,Clinical Standards Development - UHC,"The development, management and implementation of medical protocols that drive clinical decisions and actions, leverage medical input from internal and external clinical organizations, and are incorporated in the delivery of clinical programs and processes to help our members live healthier lives.",GroupCapability L1,421-3405-0
212,2.1.8.1.1,Models of Care Definition - UHC,"Develop and maintain models of care that describe the expectations for member engagement.  This defines the entire spectrum of how UHG is expected to interact with a member.  Models of care can be tailored to specific population needs based on population demographics, diagnosis, and product.",GroupCapability L2,421-1515-0
213,2.1.8.1.2,Medical Policy Definition - UHC,"Develop, maintain and issue medical policies to define the optimal course of treatment which adhere to regulatory guidelines and are supported by evidence based medicine.",GroupCapability L2,421-1528-0
214,2.1.8.2,Utilization Management - UHC,"Action taken to ensure that members receive care that provides the best possible outcome.  Monitoring care, working with providers and intervening as necessary to ensure that members receive the right care in the right setting for their particular situation.  Reviewing and resolving appeals when there are differences to the recommended course of treatment.",GroupCapability L1,421-3406-0
215,2.1.8.2.1,Health Services Intake Management - UHC,"The capability, by which communication from our providers regarding care or services for our covered members is documented, processed and when necessary routed for further management and/or coverage determination. Many times this triggers the initial point of engagement for a member within the UHG's Utilization management lifecycle for the purpose of awareness, initiation of service, directing to appropriate parties and the ability to act.",GroupCapability L2,421-1523-0
216,2.1.8.2.2,Coverage Determination - UHC,"A capability which uses relevant administrative and clinical information for the purpose of determining whether to approve benefit coverage for services being requested. The value is to influence care before any services are rendered, but a determination can be made prior, during, or after services.",GroupCapability L2,421-1524-0
217,2.1.8.2.3,Inpatient Care Management - UHC,UHG engagement that promotes efficient execution of the physician’s treatment plan to ensure optimal and timely treatment throughout the course of a hospital stay.,GroupCapability L2,421-1526-0
218,2.1.8.2.4,Policy and Decision Enforcement - UHC,Ensures that payments for services rendered are consistent with medical standards as well as pre-service and concurrent review decisions.,GroupCapability L2,421-5185-0
219,2.1.8.2.5,Clinical Appeals and Grievances - UHC,Respond to physician's appeals and/or grievances around medical decisions rendered to adjust treatment as needed.,GroupCapability L2,421-5186-0
220,2.1.8.3,Provider Clinical Engagement - UHC,"Partner with physicians and facilities to provide optimal service by providing rewards, tools, resources and access to information.",GroupCapability L1,421-3408-0
221,2.1.8.3.1,Provider Outreach - UHC,"Provider Interaction about their clinical performance, overall practice trends and individual opportunities.",GroupCapability L2,421-1532-0
222,2.1.8.3.2,Provider Clinical Education - UHC,"Provide clinical educational resources for providers. Examples include clinical best practices, medical policies, market trends and administrative processes.",GroupCapability L2,421-1533-0
223,2.1.8.3.3,Provider Clinical Incentives - UHC,Identify Incentives that effectively encourage and are aligned to desired quality outcomes.,GroupCapability L2,421-1534-0
224,2.1.8.4,Consumer Strategy - UHC,"The strategy for optimizing consumer engagement in clinical services for example incentives, communications and our approach in providing an integrated health profile. .",GroupCapability L1,421-3409-0
225,2.1.8.4.4,Consumer Communication - UHC,The development of strategies to best communicate with consumers in order to promote desired activities and outcomes.,GroupCapability L2,421-5188-0
226,2.1.8.4.5,Integrated Health Profile - UHC,"A capability allowing UHG access to a 360˚ lifetime view of individual consumer’s demographics, preferences, and clinical information.",GroupCapability L2,421-5225-0
227,2.1.8.5,Health and Care Management - UHC,This capability focuses on identifying and solving for the health and productivity/quality of life outcomes of individuals. This is across the health care continuum; including prevention and wellness to advanced illness/end of life.,GroupCapability L1,421-3407-0
228,2.1.8.5.1,Case Management - UHC,The identification and solving of the health and productivity/quality of life outcomes of individuals based on the individual health profile.,GroupCapability L2,421-1518-0
229,2.1.8.5.2,Health and Wellness Management - UHC,"Council and advisement regarding maintenance of healthy status in order to empower Consumers to identify, own and make more-informed health care decisions and change behavior to have a more healthier life.",GroupCapability L2,421-1519-0
230,2.1.8.5.3,Consumer Care Plan - UHC,"An integrated care plan used by stakeholders to define multiple actions for the various conditions or issues identified for the target of the plan. This includes the structure through which goals and care planning activities are organized, communicated and checked for completion. Generally involves long-term and/or chronic conditions.",GroupCapability L2,421-1520-0
231,2.1.8.5.4,Care Coordination - UHC,"The deliberate organization of patient care activities among two or more participants to facilitate the appropriate services. This involves marshaling personnel and other resources to carry out all care activities, which are often managed by the exchange of information among participants responsible for different aspects of the care. Generally involve coordination of services related to a complex, longer-term episode.",GroupCapability L2,421-1521-0
232,2.1.8.6,Health Measurements and Analytics - UHC,"Deliver the clinical intelligence of predictive clinical models, health services information, gaps in care, care delivery pathways, and analytical reports.",GroupCapability L1,421-5189-0
233,2.1.8.6.1,Health Assessments - UHC,"Assessment of an individual’s health profile. This results in something measurable in order to have a score that can be utilized. Evaluation may be done via surveys / interviews or in person. 

Assessments can be:
- Generalities around the health of member populations proactively,   prior to any services rendered, physician visits or claims. 
- Efforts to assess an individual's profile. 
- Observational assessments.
- Efforts to identify members at the highest risk for not receiving beneficial services.",GroupCapability L2,421-5190-0
234,2.1.8.7,Clinical Quality Management - UHC,"Provide a discipline for meeting regulatory, accreditation and internal requirements for clinical quality measures.",GroupCapability L1,421-5191-0
235,2.1.8.7.1,Quality Indicator Definition - UHC,"Interpret quality indicators, select most impactful measurements and determine approach for benchmarking quality outcomes (library of indicators).",GroupCapability L2,421-5192-0
236,2.1.8.7.2,Quality Interpretation - UHC,"Measure, monitor, and communicate quality results based on population impacts, significance to the business, etc and identify implications, potential actions and improvements.",GroupCapability L2,421-5193-0
237,2.1.8.7.3,Quality Oversight - UHC,Provide end-to-end accountability through oversight of delegated entities and transparency of clinical delivery to regulatory and accrediting organizations.,GroupCapability L2,421-5194-0
238,2.1.8.8,Health Decision Support - UHC,"The business capability of identifying and communicating a set of service options directly to the consumer [or to a healthcare service provider making decisions on behalf of the consumer], in order to promote informed decision making.",GroupCapability L1,421-5224-0
239,2.1.8.8.1,Consumer Navigation - UHC,"The design, development and execution of ways of helping consumers learn about, make sense of, and best use the broad U.S. healthcare system, their benefits, and Optum products and
services.",GroupCapability L2,421-5878-0
240,2.1.8.8.2,Health Education - UHC,"Provide clinical educational resources for consumers on a variety of topics including behavioral, medical and pharmacy.",GroupCapability L2,421-5226-0
241,2.1.8.8.3,Provider Selection - UHC,"This business capability guides a consumer to the best physician or care facility based  on cost, quality and efficiency scores, premium designation, network status, medical specialty, and geo-location.",GroupCapability L2,421-5227-0
242,2.1.8.8.4,Treatment Selection - UHC,"Provide decision making support on comparing courses of treatment for effectiveness and cost using medical, provider, price and location knowledge.",GroupCapability L2,421-5228-0
243,2.1.8.8.5,Financial Management - UHC,The business capability of helping individual consumers manage the finances related to their health care.,GroupCapability L2,421-5879-0
244,2.1.8.8.6,Care Delivery Decision Support - UHC,The business capability of supporting optimal care decisions at the point of care.,GroupCapability L2,421-5229-0
