Nr.,LevelID,Name,Description,Level,Ref ID
297,2.2.5.3.3,Orders - Optum,,GroupCapability L2,421-5244-0
298,2.2.5.3.3.1,Order Capture - Optum,The ability to capture all information required to fulfill an order.,GroupCapability L3,421-5292-0
299,2.2.5.3.3.2,Dispense Product - Optum,The ability to confirm the correct product is being fulfilled in the correct and appropriate quantity.,GroupCapability L3,421-5293-0
300,2.2.5.3.3.3,Tracking - Optum,The ability to identify where a product is in within the overall order process.,GroupCapability L3,421-5248-0
301,2.2.5.3.3.4,Intake Order Payment - Optum,The ability to image checks and remit them electronically to the bank for deposit,GroupCapability L3,421-5347-0
302,2.2.5.3.4,Inventory - Optum,,GroupCapability L2,421-5245-0
303,2.2.5.3.4.1,Forecast Inventory - Optum,"Maintain and review reports on conditions that affect inventory levels from disasters, outbreaks, and various other events that could impact desired inventory levels.",GroupCapability L3,421-5294-0
304,2.2.5.3.4.2,Order Inventory - Optum,Use forecast to order appropriate inventory from suppliers.,GroupCapability L3,421-5295-0
305,2.2.5.3.4.3,Track Inventory - Optum,Maintain inventory levels and track where inventory is located.,GroupCapability L3,421-5296-0
306,2.2.5.3.4.4,Dispose Inventory - Optum,"Removal and disposal of expired, outdated or excessive inventory.",GroupCapability L3,421-5297-0
307,2.2.5.3.5,Prescription Dispensing and Fulfillment - Optum,,GroupCapability L2,421-5858-0
308,2.2.5.3.5.1,Intake & Referral Processing - Optum,,GroupCapability L3,421-5859-0
309,2.2.5.3.5.2,Process Orders - Optum,,GroupCapability L3,421-5860-0
310,2.2.5.3.5.3,Manage Pharmacy Operations - Optum,,GroupCapability L3,421-5861-0
311,2.2.5.3.5.4,Manage Pharmaceutical Programs - Optum,,GroupCapability L3,421-5862-0
312,2.2.5.3.5.5,Process Prescriptions - Optum,,GroupCapability L3,421-5863-0
313,2.2.5.4,Data Operations - Optum,Data Operations encompasses the business capabilities necessary to exchange healthcare data with clients and trading partners as well as movement between internal processing points and data stores.,GroupCapability L1,421-2634-0
314,2.2.5.4.1,Gateway Services - Optum,"Edge of network functionality provides interactive and batch modes, data verification and security features.",GroupCapability L2,421-5798-0
315,2.2.5.4.1.1,Individual Self-Service - Optum,Gateway communication providing user interface features to external trading partners and clients,GroupCapability L3,421-5801-0
316,2.2.5.4.1.2,File Exchange Points - Optum,"Batch file exchange points exposed to trading partners and clients.  All processing is asynchronous and Includes:

* Setup and configuration
* Security protocols including virus scanning, malware detection, vulnerability detection
* Data integrity checks (early stages but basically confirming data processed matches expected patterns, record counts etc.)
* Extensive internal routing rules processing",GroupCapability L3,421-5802-0
317,2.2.5.4.1.3,Network Exchanges - Optum,Network connections with trading partners and clients providing controlled gateway access to facilitate controlled information flow.,GroupCapability L3,421-5803-0
318,2.2.5.4.2,Electronic Data Interchange Services - Optum,Electronic Data Interchange services necessary for industry standard business to business communication.,GroupCapability L2,421-5799-0
319,2.2.5.4.2.1,ANSI X12 Processing - Optum,"ANSI X12 intake, validation, provisioning, and output capabilities for industry standard healthcare data sets",GroupCapability L3,421-5804-0
320,2.2.5.4.2.2,Health Level 7 Processing - Optum,"HL7 intake, validation, provisioning and output capabilities for healthcare standard clinical and administrative data",GroupCapability L3,421-5805-0
321,2.2.5.4.3,Code Set Management - Optum,"Manage industry standard code sets as reference services - e.g. ICD10, LOINC, SnowMED, CPT",GroupCapability L2,421-5800-0
322,2.2.5.4.4,"Data Extract, Transform, Load - Optum",Management of all the processes around data fulfillment.,GroupCapability L2,421-2743-0
323,2.2.5.4.4.1,Format Data - Optum,"Define, create or modify the way that data displays. This may involve changing data types as well as creation of headers, hierarchy, sorting and groupings.",GroupCapability L3,421-3375-0
324,2.2.5.4.4.2,Aggregate Data - Optum,The derivation and creation of calulated data. May span time periods and involve one or more rows or columns. May be accumulated and stored or generated on demand or at run time.,GroupCapability L3,421-5238-0
325,2.2.5.4.4.3,Provision Data - Optum,"The process of making data available. Includes defining the boundaries of the data, restricting accessibility to only those allowed to view the data via the tools and methods permitted.",GroupCapability L3,421-5240-0
326,2.2.5.4.4.4,Extract Data - Optum,"The process of pulling data from its location or locations of storage or persistance. Commonly achieved using a software tool, utlility or script that defines the source, data content and destination.",GroupCapability L3,421-5241-0
327,2.2.5.4.4.5,Transmit Data - Optum,"The process of moving data from one or more locations to one or more other locations. May include notification of looming movement, movement completion and acknowledgement of receipt. Data is commonly extracted prior to transmission but also may be transmitted directly from the source of storage.",GroupCapability L3,421-5242-0
328,2.2.5.4.5,Data Strategy - Optum,Management of the strategies surrounding operational data processing.,GroupCapability L2,421-3396-0
329,2.2.5.4.5.1,Audit Strategy - Optum,The ability to develop implement and govern a company wide data audit strategy.,GroupCapability L3,421-3312-0
330,2.2.5.4.5.2,Data Integration Strategy - Optum,"The ability to create, implement and govern a data integration strategy focused on operational data.",GroupCapability L3,421-3316-0
331,2.2.5.4.6,Data Standards - Optum,"Management of the standards used within data operations. Includes selecting industry best practices based standards. Also includes defining, implementing and governing standards.",GroupCapability L2,421-2744-0
332,2.2.5.4.6.1,Quality Control - Optum,"The ability to determine if our quality control processes are being followed, functioning as intended and achieving the desired results.",GroupCapability L3,421-3313-0
333,2.2.5.4.6.2,Canonical Models - Optum,"The ability to create common, clearly defined, simplistic set of frequently use terms to use as standard translation vehicle.",GroupCapability L3,421-3314-0
334,2.2.5.4.6.3,Metadata Management - Optum,The ability to define storage policies and the  standardized approaches needed for properly storing and disposing of  sensitive and non-sensitive data.,GroupCapability L3,421-3315-0
335,2.2.5.4.6.4,Storage Policies - Optum,The ability to define storage policies and the  standardized approaches needed for properly storing and disposing of  sensitive and non-sensitive data.,GroupCapability L3,421-3317-0
336,2.2.5.4.7,Operational Reporting - Optum,The design and ongoing production of operational data reporting for customers and internal use.,GroupCapability L2,421-6049-0
337,2.2.5.7.1.1,File / Transaction Configuration - Optum,"The ability to implement new data feeds. This involves communicating  file formats, data content requirements, the acknowledgement process, standards, protocols and the performing of end-to-end testing of the data feed before going live.",GroupCapability L3,421-3318-0
338,2.2.5.7.1.2,Manage Data Operations SLA’s - Optum,"The monitoring and reporting of Data Operation Service Level Agreements (SLA’s). Guarantees, typically written into a customer contract surrounding how quickly data will be processed and made available within operational systems.",GroupCapability L3,421-3827-0
339,2.2.5.7.1.4,Manage Alerts & Notifications - Optum,"After Alerts are generated, the processes surrounding the  communication of alerts and notifications to constituents (primarily customer) when files aren’t received when expected or processing issues arise that prevent file processing as scheduled. Reschedule and rerun files as needed. Create a plan to resolve and prevent from occurring in the future.",GroupCapability L3,421-3829-0
340,2.2.5.7.1.5,End-to-End Transaction Monitoring - Optum,The ability to monitor  the status of files/transactions from input through loading. Take corrective actions.,GroupCapability L3,421-3830-0
341,2.2.5.7.1.6,Process Improvement & Efficiencies - Optum,The ability to use empirical data and best practices across teams to increase the quality and efficiency of our data processing.,GroupCapability L3,421-3831-0
342,2.2.5.7.2.1,Receive - Optum,The ability to receive data files or messages from all  constituents using multiple transport methods and containing an wide array of data subjects and content. Includes data received manually in paper form.,GroupCapability L3,421-3324-0
343,2.2.5.7.2.2,Acknowledge - Optum,The ability to confirm for the sender that  delivery of data was received when expected. Typically occurs immediately after successful receipt can be confirmed. Usually little to no validation of the data within the file or message has taken place. Senders use this acknowledgement for audit trail purposes and or to trigger a resend.,GroupCapability L3,421-3325-0
344,2.2.5.7.2.3,Tagging - Optum,The ability to tag data when received with the identity of the sender to help keep track of ownership and access.,GroupCapability L3,421-3657-0
345,2.2.5.7.2.4,Initial Validation - Optum,"Initial Validation is a business capability defined as the initial interrogation of file attributes such as source, transaction type, version,  timeliness, file naming standards, record  layout, etc. Typical purpose of this activity is to determine whether to reject the entire file or continue processing portions of it.",GroupCapability L3,421-3326-0
346,2.2.5.7.2.5,Transform / Convert - Optum,"Transform or Convert is the  ability to applies a series of rules or functions to the sender’s source data for the purpose of cleaning it, standardizing it or deriving new data for loading into a target system or data store. It is the first step in manipulating data for the sake of improving it’s quality.",GroupCapability L3,421-3327-0
347,2.2.5.7.2.6,Enrich - Optum,"The ability to enhance, merge or standardize the content of a data feed with data from another data source or sources.",GroupCapability L3,421-3328-0
348,2.2.5.7.2.7,Split into Transactions - Optum,The ability to break a source data file containing multiple records into  individual transactions. May also involve creating multiple transactions from a single input records.,GroupCapability L3,421-3329-0
349,2.2.5.7.2.8,Validate Transactions - Optum,The ability to validate that transactions are of expected and required  quality prior to routing them to downstream systems.,GroupCapability L3,421-3330-0
350,2.2.5.7.2.9,Route Files & Transactions - Optum,"The process of directing or redirecting incoming or outgoing files and transactions to the appropriate system or repository for consumption by that system or further processing. 

Routing is primarily a batch process.",GroupCapability L3,421-3331-0
351,2.2.5.7.2.10,Load Data - Optum,The ability to load data into a repository for immediate or later use and reuse.,GroupCapability L3,421-3335-0
352,2.2.5.7.2.11,Confirm Success - Optum,The process of confirming data has successfully loaded into destination Operational data repositories.,GroupCapability L3,421-3332-0
353,2.2.5.7.2.12,Correct & Resubmit - Optum,"The ability to investigate and determine the cause of a data file load failure.   If possible, correct and resubmit.",GroupCapability L3,421-3333-0
354,2.2.5.7.2.13,Transaction Reconciliation - Optum,The ability to reconcile that all data files and the records contained within are accounted for before and after processing. The recording of processing statistics for use in traceability of transactions.,GroupCapability L3,421-3334-0
355,2.2.5.7.2.14,Create Alerts & Notifications - Optum,The ability to generate and distribute notifications and alerts when file/transaction feeds do not process as intended.,GroupCapability L3,421-3656-0
356,2.2.5.7.2.15,Create Audit Log - Optum,Create an audit log of each data feed from its receipt through to when all the individual transactions within the file have been processed successfully at all downstream destinations.,GroupCapability L3,421-3336-0
357,2.2.5.7.2.16,Create Job Statistics - Optum,The ability to record statistics on the programs or jobs used to process data files.,GroupCapability L3,421-3338-0
358,2.2.5.10,Archive,Holding area for previous versions of capabilities,GroupCapability L1,421-5797-0
359,2.2.5.10.1,Communication Routing - Optum,,GroupCapability L2,421-2726-0
360,2.2.5.10.2,Admin Service - Optum,,GroupCapability L2,421-2727-0
361,2.2.5.10.3,Files & Transactions Processing (In/Out) - Optum,"The set of capabilities associated with moving data (files and transactions) in, out and around Optum.",GroupCapability L2,421-2741-0
362,2.2.5.10.4,Data Processing Management - Optum,Manage data processing.,GroupCapability L2,421-3397-0
363,2.2.5.10.5,Administrative RAF/Quality Compliance - Optum,"Care Coordination - Care Coordination is typically short term focusing on immediate care needs and complexities spanning across the health care continuum (e.g., medical, physical, emotional and behavioral) within the care delivery system. 

Transition Care Management - Transition Care Management manages the process of care transitions, identifies barriers to success and also supports provider follow up after an event.  It makes a special effort to coordinate care when patients move from one setting to another, such as when they are discharged from a hospital. Without coordination, such transitions often result in poor quality care and risks to patient safety, and unplanned transitions to ER or Acute facility, for example. Includes transitions from SNF, and other locations.

Primary LCD",GroupCapability L2,421-5502-0
364,2.2.5.10.6,Prospective RAF/Quality Drivers - Optum,LCD Added,GroupCapability L2,421-5503-0
365,2.2.5.10.7,Retrospective RAF/Quality Improvements - Optum,"Care Coordination - Care Coordination is typically short term focusing on immediate care needs and complexities spanning across the health care continuum (e.g., medical, physical, emotional and behavioral) within the care delivery system. 

Transition Care Management - Transition Care Management manages the process of care transitions, identifies barriers to success and also supports provider follow up after an event.  It makes a special effort to coordinate care when patients move from one setting to another, such as when they are discharged from a hospital. Without coordination, such transitions often result in poor quality care and risks to patient safety, and unplanned transitions to ER or Acute facility, for example. Includes transitions from SNF, and other locations.

LCD Added",GroupCapability L2,421-5504-0
366,2.2.5.10.8,Performance Evaluations - Optum,LCD Added,GroupCapability L2,421-5505-0
367,2.2.6,Manage Health Services - Optum,"The capability domain encompassing clinical, care, and health delivery and/or management capabilities.",GroupDomain L0,421-2270-0
368,2.2.6.1,Health Measurements & Analytics - Optum,"The goal of Manage Measurements & Analysis is to achieve the best outcome at the lowest cost.  This is achieved by:  1) Identify health risk and opportunities for individuals & groups.  2) Identify financial risks within the health care system and look for ways to reduce cost and optimizing revenue.  3) Manage risk related to quality in the healthcare system. We do this by focusing on Compliance, Performance and Effectiveness.

Clinical Measurement and Reporting largely consists of the categories below:  

Performance
- Product performance
- Program performance
- Financial performance
- Operational performance
- Provider performance
- HEDIS/Stars

Clinical Reporting
- Longitudinal record or period over period

Effectiveness
- Clinical effectiveness
- Program effectiveness
- Consumer Engagement and Program Enrollment",GroupCapability L1,421-2621-0
369,2.2.6.1.1,Health Assessments - Optum,"Assessment of an individual’s health profile. This results in something measurable in order to have a score that can be utilized. Evaluation may be done via surveys / interviews or in person.  

Assessments can be:
- Generalities around the health of member populations proactively, prior to any services rendered, physician visits or claims. 
- Efforts to assess an individual's profile. 
- Observational assessments.
- Efforts to identify members at the highest risk of not receiving beneficial services.",GroupCapability L2,421-3670-0
370,2.2.6.1.1.1,Self-Reported Assessment - Optum,"Member self-service assessments, such as Rally individual assessments.",GroupCapability L3,421-3719-0
371,2.2.6.1.1.2,Fluid Analysis Assessment - Optum,Lab results for test for blood and urine tests performed by clinical professional.  Results would be used to make assessments of member health.,GroupCapability L3,421-3720-0
372,2.2.6.1.1.3,Observation Assessment - Optum,Professional Services assessment either field based or clinical telephonic supported.  Looking at behavioral or Medical.,GroupCapability L3,421-3721-0
373,2.2.6.1.2,Health Risk Identification - Optum,"Identify health risk and opportunities for individuals & groups, create consumer health risk score, and develop strategy based on consumer health risk.

The use of clinical rules to identify conditions, health risks, and opportunities for health improvement or management. These rules are applied to individuals. Stratification and Segmentation rules are used to group individuals into different categories. These groups are then used to target and engage with individuals into intervene and prevention programs.

The purpose of the ID/Strat business capability is to Identify health risks and opportunities for individuals & groups, create consumer health risk scores, and develop stratifications based on consumer health risk.  We then determine whether to engage with the Provider, or the Consumer directly, to address risks and opportunities.",GroupCapability L2,421-3671-0
374,2.2.6.1.2.1,Consumer Health Risk Identification - Optum,"Performing analysis on RX/LAB/Claims to identify members for programs ( i.e. Smoking, Heart Disease, Diabetes )",GroupCapability L3,421-3722-0
375,2.2.6.1.2.2,Consumer Health Risk Score Creation - Optum,The creation of the risk referral.  i.e. identification within eVisor to create a referral that will be worked from a clinician in I-CUE.,GroupCapability L3,421-3723-0
376,2.2.6.1.2.3,Consumer Health Risk Stratification - Optum,The assignment and ranking of risk scores based programmatic population.,GroupCapability L3,421-3724-0
377,2.2.6.1.3,Quality Measures - Optum,"The Healthcare Effectiveness Data and Information Set (HEDIS) is a tool used by more than 90 %of America's health plans to measure performance on important dimensions of care and service. HEDIS consists of 71 measures across 8 domains of care. Because so many plans use HEDIS and because the measures are so specifically defined, HEDIS can be used to make comparisons among plans. To ensure that HEDIS stays current, the National Committee for Quality Assurance (NCQA) has established a process to evolve the measurement set each year through its Committee on Performance Measurement.


Identification and Managing quality supporting Optum business (LCD, (Accreditation(of practices)), Optimize Impact to revenue/cost tied to CMS guidelines or contractual requirements .i.e. SLA's. 

Ultimate goal is to improve health outcomes at a lower cost.

Examples of activities include HEDIS/STARS

Applies to LCD ""Local Care Delivery"" and CSG functions.",GroupCapability L2,421-3673-0
378,2.2.6.1.3.1,Gaps in Care - Optum,Caps in care for patient based on STARS data.,GroupCapability L3,421-5513-0
379,2.2.6.1.3.2,Regulatory Measurements - Optum,"This includes methods for measuring the success and quality of Optum programs.

Identification and Managing quality supporting Optum business (LCD, (Accreditation(of practices)), Optimize Impact to revenue/cost tied to CMS guidelines or contractual requirements .i.e. SLA's.",GroupCapability L3,421-5896-0
380,2.2.6.1.4,Predictive Models - Optum,The Predictive and Prospective models created that enable the business to predict future Health and Financial risks.,GroupCapability L2,421-2770-0
381,2.2.6.1.4.1,Predict Future Health Risk - Optum,Health avoidance based on previous utilization.,GroupCapability L3,421-3732-0
382,2.2.6.1.4.2,Predict Future Financial Risk - Optum,Financial avoidance based on previous utilization.,GroupCapability L3,421-3733-0
383,2.2.6.1.5,Clinical Studies & Publications - Optum,"Ability to submit clinical outcome studies to peer reviews and rework based on provided input. Reviewed studies are consequently published to the broader scientific community. This capability boslters Orx credibility in the market place and supports the sales of clinical programs

Best Practices and knowledge sharing of providers across facility networks.",GroupCapability L2,421-5324-0
384,2.2.6.1.6,Define Clinical Outcome Studies - Optum,Define clinical outcome evaluation rules,GroupCapability L2,421-6028-0
385,2.2.6.1.7,Deliver Clinical Outcomes - Optum,Execute clinical outcome rules and take necessary actions on evaluation results.,GroupCapability L2,421-6029-0
386,2.2.6.2,Care Delivery - Optum,"Manage the various care delivery options, medical records, physician scheduling, practice financials, health system wide integration, and decision support.",GroupCapability L1,421-2618-0
387,2.2.6.2.1,Patient Care - Optum,"The delivery of care to a patient/member via multiple avenues and/or practices.

Ex. 
- Hospital, physician’s office
- Urgent or emergent care setting
- Ancillary care provider.",GroupCapability L2,421-2750-0
388,2.2.6.2.1.1,Urgent & Emergency Care - Optum,"""Urgent care"" - Medical care and services provided, typically in an urgent care center, to people with urgent but not serious medical problems

""Emergency care"" means the performance of acts or procedures under emergency conditions in the observation, care and counsel of persons who are ill or injured or who have disabilities; in the administration of care or medications as prescribed by a licensed physician, insofar as any of these acts is based upon knowledge and application of the principles of biological, physical and social science as required by a completed course utilizing an approved curriculum in pre-hospital emergency care. However, ""emergency care"" does not include acts of medical diagnosis or prescription of therapeutic or corrective measures.",GroupCapability L3,421-3020-0
389,2.2.6.2.1.2,Acute Care - Optum,"Acute care is a branch of secondary health care where a patient receives active but short-term treatment for a severe injury or episode of illness, an urgent medical condition, or during recovery from surgery. In medical terms, care for acute health conditions is the opposite from chronic care, or longer term care.",GroupCapability L3,421-3021-0
390,2.2.6.2.1.3,Intensive Care - Optum,"Intensive Care is the continuous monitoring and treatment of seriously ill patients using special medical equipment and services.

A unit in a hospital providing intensive care.",GroupCapability L3,421-3022-0
391,2.2.6.2.1.4,Surgical & Invasive Diagnostic Procedures - Optum,"Determination of the nature of a disease or ailment. A clinical diagnosis is based on the medical history and physical examination of the patient: it may be confirmed with X-Rays, CAT Scans (Computerized Axial Tomography), MRI (Magnetic Resonance Imaging), and other laboratory tests. Diagnosis by physical examination includes ascertaining temperature, pulse, and blood pressure and involves the use of palpation, to detect enlarged organs and other abnormalities; tapping, to delineate some of the internal organs; and listening, to interpret sounds from organs such as the heart and lungs. Instruments that facilitate physical examination include the sphygmomanometer for blood pressure; the stethoscope for listening to the heart and lungs; the ophthalmoscope to examine the inner eye; and the laryngoscope and bronchoscope

 to view the larynx, windpipe, and other air passages. Recent innovations in electronics have made it possible for any of these devices to be fitted with video cameras and lights, so that the interior of the body can be viewed on video monitors and recorded on videotape for future reference. In diagnostic tests, the blood, urine, tissues, and other excretions and secretions of the body are examined for evidence of chemical imbalance, cellular change, and the presence of pathogenic organisms. Exploratory surgery and the insertion of visual equipment through a small incision (e.g., laparoscopy and arthroscopy) may be used to assist in diagnosis.


Invasive Procedures:
These tests involve injecting radioactive substances known as radionuclides (for instance, thallium) into the patient’s bloodstream. As the radioactive substances flow through the patient’s cardiovascular system, scans and computer-generated images are taken to detect how well the heart’s chambers are working, how good blood supply to the heart is, and whether or not any heart muscle has been damaged by a heart attack.

Nuclear imaging - may be combined with an exercise stress test to augment the accuracy of the results obtained. In such cases, the radioactive substances injected into the patient are mapped both at the peak of exercise and at rest so as to identify areas where the coronary arteries are narrowed, as well as the extent and severity of the patient’s blood flow abnormalities.

Cardiac Catheterisation / Coronary Angiography
Cardiac catheterisation is commonly performed before invasive procedures such as “balloon” angioplasty in order to determine the type and extent of surgery required. A catheter in the form of a thin plastic tube is inserted into an artery or vein in one of the patient’s limbs and directed into the chambers of his heart and the coronary arteries. Once the catheter is in position, the blood pressure, oxygen content of the blood, and pumping ability of the heart can be assessed.

The catheter may also be used to inject a dye into the coronary arteries. As the dye flows through these arteries, X-rays are taken (coronary angiography). The dye shows up as white lines on the X-rays, with disruption or narrowing of the lines indicating areas where the coronary arteries are obstructed.

Trans-Oesophageal Echocardiography
Unlike conventional echocardiography which is non-invasive, in trans-oesophageal echocardiography, a special instrument is inserted into the patient’s throat and passed down his oesophagus (the tube connecting the mouth to the stomach). As part of the oesophagus lies close to the heart, the images captured by the instrument are able to give a very clear picture of the heart’s structure.

Blood tests
Certain substances such as creatinine kinase and troponin are released into the bloodstream when the heart is damaged during a heart attack. Their concentrations peak after a specific period of time from the initial moment of heart attack. Blood tests to detect the presence of these substances are useful in helping doctors to estimate the time of, or to confirm the occurrence of a heart attack. They also help in the detection of any injury which may have been caused to heart muscle due to a heart attack.

Classification Of Heart Disease
Based on the results of the diagnostic tests performed, doctors usually classify a patient’s heart condition based on how severe his symptoms are. The most commonly used classification system in this respect is the New York Heart Association’s Functional Classification, which places patients into one of four categories depending on the extent to which their cardiac problems limit their capacity for physical activity.",GroupCapability L3,421-3023-0
392,2.2.6.2.1.5,Non-Invasive Diagnostic Procedures - Optum,"Pertaining to a diagnostic or therapeutic technique that does not require the skin to be broken or a cavity or organ of the body to be entered, for obtaining a blood pressure reading by auscultation with a stethoscope and sphygmomanometer.",GroupCapability L3,421-3026-0
393,2.2.6.2.1.6,Telemedicine - Optum,"The diagnosis and treatment of patients in remote areas using medical information, as x-rays or television pictures, transmitted over long distances, especially by satellite.",GroupCapability L3,421-3027-0
394,2.2.6.2.1.7,Onsite Care - Optum,"Care brought to and provided in the patient's environment including employer, military and community settings.",GroupCapability L3,421-3028-0
395,2.2.6.2.1.8,End of Life Care - Optum,"In medicine, nursing and the allied health professions, end-of-life care (or EoLC) refers to health care, not only of patients in the final hours or days of their lives, but more broadly care of all those with a terminal illness or terminal disease condition that has become advanced, progressive and incurable.

End-of-life care requires a range of decisions, including questions of palliative care, patients' right to self-determination (of treatment, life), medical experimentation, the ethics and efficacy of extraordinary or hazardous medical interventions, and the ethics and efficacy even of continued routine medical interventions. In addition, end-of-life often touches upon rationing and the allocation of resources in hospitals and national medical systems. Such decisions are informed both by technical, medical considerations, economic factors as well as bioethics. In addition, end-of-life treatments are subject to considerations of patient autonomy. ""Ultimately, it is still up to patients and their families to determine when to pursue aggressive treatment or withdraw life support.

Examples:
- HOSPICE Care.
- Care provided to terminally ill patients.",GroupCapability L3,421-3029-0
396,2.2.6.2.1.9,Ambulatory Care - Optum,"Ambulatory care is a personal health care consultation, treatment, or intervention using advanced medical technology or procedures delivered on an outpatient basis",GroupCapability L3,421-5398-0
397,2.2.6.2.1.10,Practice Based Assessments - Optum,"Member assessments conducted within a Care Plan setting.  Examples ( Family Practice, OB, PEDS, and internal Meds)",GroupCapability L3,421-5470-0
398,2.2.6.2.2,Medical Records Management - Optum,Manage patient's medical records data regardless of form or format. May be electronic or paper.,GroupCapability L2,421-2751-0
399,2.2.6.2.3,Manage Practice Financials - Optum,The ability to optimize the financial performance of a practice with an emphasis on being certain that all services delivered are billed accurately and completely as possible,GroupCapability L2,421-2752-0
400,2.2.6.2.4,Practice Model Optimization - Optum,"Practice Model Optimization - A patient care delivery model that promotes the simplified, efficient, optimal delivery of care to the patient regardless of whether the practice is employed or contracted, fee for service or risk model.

Examples: Contracted groups could have access to models and ""kits"" that enable transformation (that may be adopted more quickly or readily within employed groups). All medical groups would participate together in collaborative, sharing of best practices and other forums for ensuring optimal practice.",GroupCapability L2,421-5476-0
401,2.2.6.2.5,Ancillary Services - Optum,"Care team ordering and coordinating services including diagnostic, therapeutic and custodial as part of managing the patient's short and long-term care plan.

Ancillary services fall into three broad categories: diagnostic, therapeutic and custodial.",GroupCapability L2,421-2896-0
402,2.2.6.2.5.1,Diagnostic - Optum,"Care services related to diagnosis of member.

Examples include:
CNS ( Certified Nurse Specialist )
Labs
Radiology & imaging
Chiropractic's",GroupCapability L3,421-5903-0
403,2.2.6.2.5.2,Therapeutic - Optum,"Therapeutic services to a member

Examples include:
    Physical Therapy
    Occupational Therapy
    Speech Therapy
    Family Therapy",GroupCapability L3,421-5904-0
404,2.2.6.2.5.3,Custodial - Optum,"Clinical custodial resources to work with a member to get additional services or help.

Examples Include:
    Social Work  
    Master level Prepared ( Social Worker )
    PHD delivery ( Personal Health Device )",GroupCapability L3,421-5905-0
405,2.2.6.2.6,Physician Scheduling - Optum,The ability to optimize physician resource management and productivity in terms of having the ideal quantity and expertise in the ideal care settings to efficiently provide high quality care,GroupCapability L2,421-2897-0
406,2.2.6.2.7,Medication Prescription - Optum,Administer member medications.,GroupCapability L2,421-3055-0
407,2.2.6.2.8,Orders & Results Management - Optum,"The ability to create a standard set of compliant or diagnosis based orders, and manage results including commercial imaging and labs.

Manage Pharmacy Orders(RX)	 - Ability to support the planning, orchestration, billing and fulfillment of Pharmacy Orders.  Ability to create order, process order, manage order status, validate order, perform workload balancing, select fulfillment center, perform dispensing, packing and shipping. Ability to submit claims to payers and secondary bills to customers",GroupCapability L2,421-3056-0
408,2.2.6.2.9,Prescription Management - Optum,"Manage processing and lifecycle of prescription
Ability to create prescription, perform drug utilization review, verify prescription, manage prescription status (profile, cancel, discontinue, invalid, exceptions), manage drug substitution, manage prescription lifecycle (manage refills, expiration) and perform prescription drug monitoring.
Ensure prescriptions are compliant with federal laws, federal agency (DEA, CMS, etc.) regulations, state laws and regulations.",GroupCapability L2,421-5326-0
409,2.2.6.2.9.1,Prescription Intake - Optum,"The ability to take in traditional mail and specialty medication prescriptions through different channels. The actual intake process is operated separately for TMS and SMS.

Includes receiving prescriptions (new, refill, renewal, inbound transfer) and payments through different channels, scanning / imaging documents, prepping documents for downstream consumption, attaching images to correct customers and entering basic information.

Prescriptions are received via mail, fax, e-prescribing, phone, IVR and Portal. Payments are received via mail, phone and Portal.",GroupCapability L3,421-5327-0
410,2.2.6.2.9.2,Prescription Processing - Optum,"Ability to create prescription, perform drug utilization review, verify prescription, manage prescription status (profile, cancel, discontinue, invalid, exceptions), manage drug substitution and perform drug monitoring. Ensure prescriptions are compliant with federal laws, federal agency (DEA, CMS, etc.) regulations, state laws and regulation.",GroupCapability L3,421-5328-0
411,2.2.6.2.9.3,Prescription Fill Management - Optum,"Ability to manage the prescription life cycle. (e.g., Number of Fills, Duplicate Rx, Too Soon To Fill, expiration, etc.)",GroupCapability L3,421-5329-0
412,2.2.6.2.9.4,Drug Regulatory Data Management - Optum,"Ability to acquire / manage drug regulatory data, analyze drug regulations and implement changes to process to maintain regulatory complinace during prescription processing.",GroupCapability L3,421-5330-0
413,2.2.6.2.10,Patient Encounter - Optum,"Patient Communication & Engagement - Effective, patient-centered communication is key to quality care. Good communication is both an ethical imperative, necessary for informed consent and effective patient engagement, and a means to avoid errors, improve quality, save money and achieve better health outcomes.",GroupCapability L2,421-5475-0
414,2.2.6.2.10.1,Visit Prep & Screening - Optum,"Pre-visit, preorder … everything that is done prior to the visit to support the visit.  Print attestation, chief complaint, medical history reconciliation, prepare doctor for the patient visit. Preparing the patient as well (fasting).

Examples: Pre-visit (2+ days): Review and contact with patient to get any necessary tests, discuss gaps. Day of or day before visit: Care team huddle to review patient roster. Day of visit: Patient intake through the rooming process - MA collects vitals and performs checklist of questions for the patient and makes sure patient is fully prepared for provider visit. Following a standard format for this maximizes face-to-face time.",GroupCapability L3,421-5480-0
415,2.2.6.2.10.2,Patient Evaluations & Treatment - Optum,"Based on the health problem,  data gathering, measuring the data against relevant criteria, employing the results of assessment to develop a plan for improvement of the process, status, behavior or activity evaluated.

Examples Patient interview, check sheet, vitals, meds and chart, history review, collecting background information current and past status, develop plan of care.  Episodic and over arching … short term, long term , comprehensive.  Team care, specialists etc.  PA, RN.  Evaluation is delivered by one or more of the care delivery team. :",GroupCapability L3,421-5482-0
416,2.2.6.2.10.3,Clinical Notes - Optum,"Documentation of the evaluation, and recommended next steps, code, plan of care, recaptures, symptoms, lab recommendations including lab orders, prescriptions etc.

Examples:
As a provider sees a patient, they will need to capture all relevant information in an EMR.",GroupCapability L3,421-5484-0
