Nr.,LevelID,Name,Description,Level,Ref ID
105,1.7.4.1.1,Medical Case Management - UCS,"Medical case management is a collaborative process that facilitates recommended treatment plans to assure the appropriate medical care is provided to disabled, ill or injured individuals. It is a role frequently overseen by patient advocates.

It refers to the planning and coordination of health care services appropriate to achieve the goal of medical rehabilitation. Medical case management may include, but is not limited to, care assessment, including personal interview with the injured employee, and assistance in developing, implementing and coordinating a medical care plan with health care providers, as well as the employee and his/her family and evaluation of treatment results.

Medical case management requires the evaluation of a medical condition, developing and implementing a plan of care, coordinating medical resources, communicated healthcare needs to the individual, monitors an individual’s progress and promotes cost-effective care.

The term also has usage in the USA health care system, referring to the case management coordination in the Managed care environment.",EnterpriseCapability L3,421-5651-0
106,1.7.4.1.2,Behavioral Case Management - UCS,Behavioral health outcome management (BHOM) involves the use of behavioral health outcome measurement data to help guide and inform the treatment of each individual patient.,EnterpriseCapability L3,421-5964-0
107,1.7.4.1.3,Alternative Treatment Case Management - UCS,"Alternative medicine is any practice that is put forward as having the healing effects of medicine, but does not originate from evidence gathered using the scientific method,is not part of biomedicine,or is contradicted by scientific evidence or established science.It consists of a wide range of health care practices, products and therapies, ranging from being biologically plausible but not well tested, to being directly contradicted by evidence and science, or even harmful or toxic.Examples include new and traditional medicine practices such as homeopathy, naturopathy, chiropractic, energy medicine, various forms of acupuncture, traditional Chinese medicine, Ayurvedic medicine, Sekkotsu, and Christian faith healing. The treatments are those that are not part of the science-based healthcare system, and are not clearly backed by scientific evidence. Despite significant expenditures on testing alternative medicine, including $2.5 billion spent by the United States government, almost none have shown any effectiveness greater than that of false treatments (placebo), and alternative medicine has been criticized by prominent figures in science and medicine as being quackery, nonsense, fraudulent, or unethical",EnterpriseCapability L3,421-5965-0
108,1.7.4.1.4,Health And Wellness Case Management - UCS,Delivery of health coaching programs to members to enable healthier lives. Ex. Tobacco cessation or healthy first steps,EnterpriseCapability L3,421-5966-0
109,1.7.4.1.5,Prescription Case Management - UCS,Pharmaceutical Case Management services involve physicians and pharmacists working together to help patients use their medications safely and effectively,EnterpriseCapability L3,421-5967-0
110,1.7.4.2,Care Coordination - UCS,"The deliberate organization of patient care activities among two or more participants to facilitate the appropriate services. This involves marshaling personnel and other resources to carry out all care activities, which are often managed by the exchange of information among participants responsible for different aspects of the care. Generally involve coordination of services related to a complex, longer-term episode.",EnterpriseCapability L2,421-5575-0
111,1.7.4.2.1,Community Services Coordination - UCS,"Medical Social Workers will coordinate with you and your family in accessing community resources within your area. All of us have a right to direct and convenient access to health services that we need to better our health and speed up our recovery.

These are the support services that our team can provide:

-Rehabilitation Planning
-Assistance in Acquiring Medical Supplies and Equipment
-Supportive Case Management
-Parenting Advice and Coaching
-Grief Counseling
-Community Resource Coordination
-Providing Guidance on Healthcare Policy
-Coordination of Follow-Up Medical Check-Ups or Treatment
-Private Counseling Services for the Patient
-Psychosocial Assessments
-Arranging Inpatient Care or Outpatient Care",EnterpriseCapability L3,421-5957-0
112,1.7.4.2.2,Provider Coordination - UCS,Referrals among providers to support care delivery. Ex. Primary care referral to specialty care (endocrinologist).,EnterpriseCapability L3,421-5958-0
113,1.7.4.2.3,Home Care Coordination - UCS,"Coordination of care to be delivered where the patient is located (Office, Home, E/V-visit, Lifestyle Center).",EnterpriseCapability L3,421-5959-0
114,1.7.4.2.4,Caregiver Coordination - UCS,Medical Social Workers will coordinate with your & your caregiver in accessing community resources within your area. Caregivers are people who care for someone who is sick or disabled.,EnterpriseCapability L3,421-5960-0
115,1.7.4.2.5,Case Management Coordination - UCS,"Coordination of care in a provider setting, generally facilitated by a nurse on behalf of a provider to ensure adherence to a care plan",EnterpriseCapability L3,421-5961-0
116,1.7.4.2.6,Utilization Management Coordination - UCS,"
The Utilization Review Coordinator serves as a leader resource in the utilization review process. They collaborate with physicians and other members of the hospital team to promote and adhere to regulatory compliance to include collection of evidence based quality indicator-compliance with quality before discharge. Understand the different levels of reviews and retrospective reviews such as RAC, MAC, and KEPRO.

The Utilization Review Coordinator, coordinates and conducts initial, concurrent, and retrospective medical necessity reviews. Provides reports and communication to the QAPI/Safety Coordinator, Clinical Staff, and Physicians. Assists as needed in the preparation, readiness, and survey follow-ups as needed.",EnterpriseCapability L3,421-5962-0
117,1.7.4.2.7,Ancillary Provider Coordination - UCS,"Coordination or between PCP and specialty care ( ENDO, ONC, PT, OT, etc... & vise-versa )

A Medicare (US) term for professional services provided by a hospital or other inpatient health program. As may provide a source of increased revenues and facilitate",EnterpriseCapability L3,421-5963-0
118,1.7.4.3,Consumer Care Plans - UCS,"The function responsible for managing content used by all stakeholders to define multiple actions for the various conditions or issues identified for the target of the plan. This includes the structure through which goals and care planning activities are organized, communicated and checked for completion. Generally involves long-term and/or chronic conditions.",EnterpriseCapability L2,421-5576-0
119,1.7.4.3.1,Common Care Plan - UCS,"
A shared care plan/treatment plan. Ex. Plan of Care (ICUE (internal to UHG only) or an integrated health record (a shared treatment plan with external providers and internal UHG clinicians)

Plan of Care ( POC ) within I-CUE",EnterpriseCapability L3,421-5954-0
120,1.7.4.3.2,Case Specific Care Plan - UCS,"Transplant, Oncology or High Risk Pregnancy.person

A patient that receives services has an individualized, personalized plan for their supports, formal and informal. The plan is created with the assistance of a person’s Case Manager. The plan identifies the supports the person has chosen to use, the person’s intention or desired outcomes of their supports, who is responsible for the supports, and, how and when those supports will be reviewed for effectiveness. The plan acts as a bridge from the Independent Living Assessment (ILA) to the actual delivery of support services.",EnterpriseCapability L3,421-5955-0
121,1.7.4.3.3,Integrated Health Profile (360 View)  - UCS,"A capability allowing UHG access to a 360 degree lifetime view of individual consumer’s demographics, preferences, and clinical information.",EnterpriseCapability L3,421-5956-0
122,1.7.4.4,Complex Case Management - UCS,"Complex Case management is the coordination of care and services provided to eligible members who have experienced a critical event, complex diagnosis and/or multiple co-morbidities that requires extensive use of resources, and who may need help navigating the system to facilitate appropriate delivery of care and services. The goal of CCM is to help members regain optimum health or improved functional ability, in the right setting and in a cost effective manner.

Processes Currently Defined:
- High level of care coordination.
- Getting people to correct clinics specializing on certain treatments",EnterpriseCapability L2,421-5577-0
123,1.7.4.4.1,Complex Medical Case Management - UCS,"Medical case management is a collaborative process that facilitates recommended treatment plans to assure the appropriate medical care is provided to disabled, ill or injured individuals. It is a role frequently overseen by patient advocates.

It refers to the planning and coordination of health care services appropriate to achieve the goal of medical rehabilitation. Medical case management may include, but is not limited to, care assessment, including personal interview with the injured employee, and assistance in developing, implementing and coordinating a medical care plan with health care providers, as well as the employee and his/her family and evaluation of treatment results.

Medical case management requires the evaluation of a medical condition, developing and implementing a plan of care, coordinating medical resources, communicated healthcare needs to the individual, monitors an individual’s progress and promotes cost-effective care.

The term also has usage in the USA health care system, referring to the case management coordination in the Managed care environment.",EnterpriseCapability L3,421-5949-0
124,1.7.4.4.2,Complex Behavioral Case Management - UCS,Behavioral health outcome management (BHOM) involves the use of behavioral health outcome measurement data to help guide and inform the treatment of each individual patient.,EnterpriseCapability L3,421-5950-0
125,1.7.4.4.3,Complex Alternative Treatment Case Management - UCS,"Alternative medicine is any practice that is put forward as having the healing effects of medicine, but does not originate from evidence gathered using the scientific method,is not part of biomedicine,or is contradicted by scientific evidence or established science.It consists of a wide range of health care practices, products and therapies, ranging from being biologically plausible but not well tested, to being directly contradicted by evidence and science, or even harmful or toxic.Examples include new and traditional medicine practices such as homeopathy, naturopathy, chiropractic, energy medicine, various forms of acupuncture, traditional Chinese medicine, Ayurvedic medicine, Sekkotsu, and Christian faith healing. The treatments are those that are not part of the science-based healthcare system, and are not clearly backed by scientific evidence. Despite significant expenditures on testing alternative medicine, including $2.5 billion spent by the United States government, almost none have shown any effectiveness greater than that of false treatments (placebo), and alternative medicine has been criticized by prominent figures in science and medicine as being quackery, nonsense, fraudulent, or unethical",EnterpriseCapability L3,421-5951-0
126,1.7.4.4.4,Complex Health And Wellness Case Management - UCS,Delivery of health coaching programs to members to enable healthier lives. Ex. Tobacco cessation or healthy first steps,EnterpriseCapability L3,421-5952-0
127,1.7.4.4.5,Complex Prescription Case Management - UCS,Pharmaceutical Case Management services involve physicians and pharmacists working together to help patients use their medications safely and effectively,EnterpriseCapability L3,421-5953-0
128,1.7.4.5,Health Wellness and Prevention - UCS,"Practice Model Optimization - A patient care delivery model that promotes the simplified, efficient, optimal delivery of care to the patient regardless of whether the practice is employed or contracted, fee for service or risk model.

Examples: Contracted groups could have access to models and ""kits"" that enable transformation (that may be adopted more quickly or readily within employed groups). All medical groups would participate together in collaborative, sharing of best practices and other forums for ensuring optimal practice.",EnterpriseCapability L2,421-5578-0
129,1.7.5,Utilization Management - UCS,"Action taken to ensure that members receive care that provides the best possible outcome.  Monitoring care, working with providers and intervening as necessary to ensure that members receive the right care in the right setting for their particular situation.",EnterpriseCapability L1,421-5542-0
130,1.7.5.1,Health Services Intake Management - UCS,The business capability by which communication from providers regarding care or services for consumers is documented.,EnterpriseCapability L2,421-5582-0
131,1.7.5.1.1,Pre-Certification Management - UCS,"The functional capability that is responsible for conducting the authorization for proposed services that meet the clinical requirements for medical necessity, appropriateness, level of care, or effectiveness under the provisions of the applicable health",EnterpriseCapability L3,421-5973-0
132,1.7.5.1.2,Provider Referral Management - UCS,The functional capability that is responsible for managing the formal process that authorizes a formal recommendation by a provider for a person to be evaluated or receive care from a different physician or facility.,EnterpriseCapability L3,421-5974-0
133,1.7.5.2,Clinical Coverage Review - UCS,"The business capability which includes administrative, non-clinical, medical director and clinical decision process that use relevant administrative and clinical information for the purpose of determining whether to approve benefit coverage for services being requested. The value is to influence care before any services are rendered.",EnterpriseCapability L2,421-5583-0
134,1.7.5.2.1,Coverage Determination - UCS,The functional capability that is responsible for making coverage associated decision by thorough review of relevant information for the purpose of determining whether to approve benefit coverage or to provide certification for services being requested.,EnterpriseCapability L3,421-5968-0
135,1.7.5.2.2,Medical Necessity Confirmation - UCS, Confirm that the service is necessary as a result of a medical condition.,EnterpriseCapability L3,421-5969-0
136,1.7.5.2.3,Retrospective Review - UCS,The functional capability that is responsible for conducting an administrative or clinical review after services have been provided or when a patient is discharged prior to approving the next course of stay; also called post service.,EnterpriseCapability L3,421-5970-0
137,1.7.5.2.4,Benefits Validation - UCS,"Ensure the consumer has the appropriate benefits and qualifications for a requested/received service, clinical program or product.",EnterpriseCapability L3,421-5971-0
138,1.7.5.2.5,Clinical Appeals and Grievances - UCS,Respond to physician's appeals and/or grievances around medical decisions rendered to adjust treatment as needed.,EnterpriseCapability L3,421-5972-0
139,1.7.5.3,Inpatient Care Management - UCS,The business capability that promotes efficient execution of a physician’s treatment plan to ensure optimal and timely treatment throughout the course of a hospital stay.,EnterpriseCapability L2,421-5584-0
140,1.7.5.4,Repatriate Patients - UCS,"The process of moving / transporting a patient from an out of network, non-contracted facility to an in-network, contracted facility post stabilization",EnterpriseCapability L2,421-5585-0
141,1.7.6,Program Design - UCS,"The Program Design business capability is an approach that drives optimal alignment between the clinical-based programs, product development, and value they deliver to the market place. Value is quantified in terms of the monetization of programs (e.g. expected cost savings), adherence to clinical practice standards and expected health outcomes (aggregate improvement in health outcomes within a population).",EnterpriseCapability L1,421-5543-0
142,1.7.6.1,Program Definition - UCS,"The business capability incorporating actions and an approach that, together, result in the creation of a set of activities and/or services that deliver measurable health and/or wellness value to constituent(s).",EnterpriseCapability L2,421-5590-0
143,1.7.6.1.1,Clinical Standards Management - UCS,"Interpret Regulatory guidelines - Regulatory inputs are critical for Medical Policy Management, as the types and weighting of different guidelines vary by segment.   This includes guidelines from the federal government, state governments and accreditation agencies.  In some cases government inputs require interpretation by UHG clinicians, this capability covers that type of review and clinical interpretation. This does NOT include accommodating clauses requested by specific customer; that would become an issue of coverage and therefore part of benefit administration.  However, this capability would include medical review of clauses to ensure they comply with applicable regulations.

Integrate Evidence Based Medicine guidelines - Medical policy input based on observations on the most effective, economical outcomes.  This is typically an input based on internal analysis UHG's claims history and outcomes, however external evidence may also be considered (for example based on medical partnerships).",EnterpriseCapability L3,421-6030-0
144,1.7.6.1.2,Clinical Model Of Care Management - UCS,"Enterprise Models of Care – This is the overall model of care for member interaction approach and general direction for United Health Group based on the Healthier Lives Model.

Commercial Model of Care – This is for the specific population subset model of care for Commercial adopting concepts from the Enterprise Model of Care.

Medicaid Model of Care – This is the specific population subset model of care for Medicaid adopting concepts from the Enterprise Model of Care.

Medicare Model of Care – This is for the specific population subset model of care for Medicare adopting concepts from the Enterprise Model of Care.",EnterpriseCapability L3,421-6031-0
145,1.7.6.1.3,Clinical Content Management - UCS,"The creation and management of content for consumers or nurses that support the care interventions.  These include the following:

 - Interventions Steps
 - Clinical Talking Points
 - Consumer Education Materials
 - Care pathway prioritization indicators",EnterpriseCapability L3,421-6032-0
146,1.7.6.1.4,Propensity Modeling And Segmentation - UCS,"Turning in-depth consumer data into a unified and actionable understanding that informs the following:

- Marketing Activation
- Investment Prioritization
- Product and Service Development
- Customer Loyalty
- Business Strategy
- Consumer Engagement and Change

Propensity Modeling – Analyzing the drivers for a consumer’s likelihood to engage within a clinical model.

Segmentation: Defining and sub-dividing a large homogeneous market into clearly identified segments having similar needs, wants, or demand groupings.

Typically based on the PAM score.",EnterpriseCapability L3,421-6033-0
147,1.7.6.1.5,Operational Models Management - UCS,"Turning in-depth consumer data into a unified and actionable understanding that informs the following:

- Marketing Activation
- Investment Prioritization
- Product and Service Development
- Customer Loyalty
- Business Strategy
- Consumer Engagement and Change

Propensity Modeling – Analyzing the drivers for a consumer’s likelihood to engage within a clinical model.

Segmentation: Defining and sub-dividing a large homogeneous market into clearly identified segments having similar needs, wants, or demand groupings.

Typically based on the PAM score.",EnterpriseCapability L3,421-6034-0
148,1.7.6.2,Identification Rules - UCS,The functional capability responsible for administering a common identification of a member across all digital shared information. The 'Golden Record'. (MDM),EnterpriseCapability L2,421-6035-0
149,1.7.6.3,Stratification Rules - UCS,The functional capability responsible for administering a common identification of a member across all digital shared information. The 'Golden Record'. (MDM),EnterpriseCapability L2,421-6036-0
150,1.7.6.4,Formulary Management - UCS,Manage the OptumRx formulary strategy ( Optum RX),EnterpriseCapability L2,421-5975-0
151,1.7.6.4.1,Formulary Strategy Management - UCS,"Manage the OptumRx formulary strategy to address internal and external business drivers. Includes improving OptumRx margins, providing the lowest net cost to clients, and addressing specific benefit and utilization strategies driven by the marketplace.",EnterpriseCapability L3,421-6038-0
152,1.7.6.4.2,Independent Review And Oversight - UCS,"Use of independent healthcare professionals to review and approve formulary and other program decisions. Ensures that all such decisions, e.g. specific formulary exclusions, can be supported by sound clinical reasoning.",EnterpriseCapability L3,421-6039-0
153,1.7.6.5,Delegation Audits,"The process where the Health Plan conducts an audit of the RBE to ensure compliance with the delegation of services agreement. Includes review of functions such as authorization processing, clinical decision making, appeal/grievance processing, member communications, etc.",EnterpriseCapability L2,421-6037-0
154,1.7.7,Integrated Health Profile - UCS,"Single source of member health information, containing all care related information (medical, behavioral and pharmaceutical).

A capability allowing access to a 360° lifetime view of individual consumer’s demographics, preference, and clinical information.",EnterpriseCapability L1,421-5544-0
155,1.7.7.1,Health Data Integration and Exchange - UCS,"The ability to share relevant and timely health information across the entire Healthcare landscape in a secure and efficient manner to help improve outcomes. Sharing data across a multitude of Clinicians and Providers.

Examples: Discharge current medication and PCP follow up visit within 5 days to avoid readmission. Scheduling, EMR, PM, Pharmacy, Case Management Systems",EnterpriseCapability L2,421-6040-0
156,1.7.7.1.1,Direct Exchange - UCS,"(Per healthit.gov) Directed exchange is used by providers to easily and securely send patient information—such as laboratory orders and results, patient referrals, or discharge summaries—directly to another health care professional. This information is sent over the internet in an encrypted, secure, and reliable way amongst health care professionals who already know and trust each other, and is commonly compared to sending a secured email. This form of information exchange enables coordinated care, benefitting both providers and patients. For example:

A primary care provider can directly send electronic care summaries that include medications, problems, and lab results to a specialist when referring their patients. This information helps to inform the visit and prevents the duplication of tests, redundant collection of information from the patient, wasted visits, and medication errors.
Directed exchange is also being used for sending immunization data to public health organizations or to report quality measures to The Centers for Medicare & Medicaid Services (CMS).",EnterpriseCapability L3,421-6041-0
157,1.7.7.1.2,Query Based Exchange - UCS,"(per healthit.gov) Query-based exchange is used by providers to search and discover accessible clinical sources on a patient. This type of exchange is often used when delivering unplanned care. For example:

Emergency room physicians who can utilize query-based exchange to access patient information—such as medications, recent radiology images, and problem lists—might adjust treatment plans to avoid adverse medication reactions or duplicative testing.
If a pregnant patient goes to the hospital, query-based exchange can assist a provider in obtaining her pregnancy care record, allowing them to make safer decisions about the care of the patient and her unborn baby.",EnterpriseCapability L3,421-6042-0
158,1.7.7.1.3,Consumer Mediated Exchange - UCS,"(per healthit.gov) Consumer-mediated exchange provides patients with access to their health information, allowing them to manage their health care online in a similar fashion to how they might manage their finances through online banking. When in control of their own health information, patients can actively participate in their care coordination by:

Providing other providers with their health information
Identifying and correcting wrong or missing health information
Identifying and correcting incorrect billing information
Tracking and monitoring their own health",EnterpriseCapability L3,421-6043-0
159,1.7.7.1.4,Electronic Personal Health Record Exchange - UCS,"
HIE electronic exchange of PHR ( Personal Health Record )
Enabling bi-directional sharing of member medical information.

Leveraging PCCM technology.

Support Optum Gov Solutions (OMMS, Direct to State, Business)

HIE: Health information exchange (HIE) is the ability to collect and synthesize EMR data electronically across multiple organizations within a region, community or state. This information is collected and lands within a cloud-based platform to allow the sharing of patient information enabling a patient centric, holistic approach of care delivery.",EnterpriseCapability L3,421-6044-0
160,1.8,Provider Management - UHG,,EnterpriseDomain L0,421-6202-0
161,1.8.1,Provider & Network Management -UHG,,EnterpriseCapability L1,421-6236-0
162,1.8.2,Provider Contract Management - UHG,,EnterpriseCapability L1,421-6237-0
163,1.8.3,Provider Engagement - UHG,,EnterpriseCapability L1,421-6238-0
164,1.8.4,Value Based Reimbursement - UHG,,EnterpriseCapability L1,421-6239-0
165,1.9,Financial Management - UHG,,EnterpriseDomain L0,421-6240-0
166,1.9.1,Financial Accounting & Recording - UHG,,EnterpriseCapability L1,421-6241-0
167,1.9.2,Financial Planning & Management - UHG,,EnterpriseCapability L1,421-6242-0
168,1.9.3,Financial Operations Support - UHG,,EnterpriseCapability L1,421-6243-0
169,1.9.4,Financial Regulatory & Compliance - UHG,,EnterpriseCapability L1,421-6244-0
170,1.10,Organizational Support - UHG,,EnterpriseDomain L0,421-6245-0
171,1.10.1,Regulatory Compliance & Management - UHG,,EnterpriseCapability L1,421-6246-0
172,1.10.2,Human Capital Management - UHG,,EnterpriseCapability L1,421-6247-0
173,1.10.3,Legal Services & Support - UHG,,EnterpriseCapability L1,421-6248-0
174,1.11,Constituent Services - UHG,,EnterpriseDomain L0,421-6249-0
175,1.11.1,Constituent Experience - UHG,,EnterpriseCapability L1,421-6250-0
176,1.11.2,Material Fulfillment - UHG,,EnterpriseCapability L1,421-6251-0
177,1.11.3,Appeals & Grievances - UHG,,EnterpriseCapability L1,421-6252-0
178,1.12,Information Technology Management - UHG,,EnterpriseDomain L0,421-6253-0
